date_id,date,year,month,month_name,day,quarter,day_of_week_name
20250103,2025-01-03,2025,1,January,3,1,Friday
20250209,2025-02-09,2025,2,February,9,1,Sunday
20250623,2025-06-23,2025,6,June,23,2,Monday
20241129,2024-11-29,2024,11,November,29,4,Friday
20240119,2024-01-19,2024,1,January,19,1,Friday
20240415,2024-04-15,2024,4,April,15,2,Monday
20240118,2024-01-18,2024,1,January,18,1,Thursday
20240807,2024-08-07,2024,8,August,7,3,Wednesday
20250113,2025-01-13,2025,1,January,13,1,Monday
20240910,2024-09-10,2024,9,September,10,3,Tuesday
20240705,2024-07-05,2024,7,July,5,3,Friday
20240504,2024-05-04,2024,5,May,4,2,Saturday
20250123,2025-01-23,2025,1,January,23,1,Thursday
20240904,2024-09-04,2024,9,September,4,3,Wednesday
20250207,2025-02-07,2025,2,February,7,1,Friday
20241230,2024-12-30,2024,12,December,30,4,Monday
20240728,2024-07-28,2024,7,July,28,3,Sunday
20240128,2024-01-28,2024,1,January,28,1,Sunday
20240317,2024-03-17,2024,3,March,17,1,Sunday
20240919,2024-09-19,2024,9,September,19,3,Thursday
20241124,2024-11-24,2024,11,November,24,4,Sunday
20250117,2025-01-17,2025,1,January,17,1,Friday
20250522,2025-05-22,2025,5,May,22,2,Thursday
20250607,2025-06-07,2025,6,June,7,2,Saturday
20250114,2025-01-14,2025,1,January,14,1,Tuesday
20241012,2024-10-12,2024,10,October,12,4,Saturday
20250924,2025-09-24,2025,9,September,24,3,Wednesday
20240124,2024-01-24,2024,1,January,24,1,Wednesday
20250713,2025-07-13,2025,7,July,13,3,Sunday
20240204,2024-02-04,2024,2,February,4,1,Sunday
20240319,2024-03-19,2024,3,March,19,1,Tuesday
20240430,2024-04-30,2024,4,April,30,2,Tuesday
20240625,2024-06-25,2024,6,June,25,2,Tuesday
20240618,2024-06-18,2024,6,June,18,2,Tuesday
20250601,2025-06-01,2025,6,June,1,2,Sunday
20250516,2025-05-16,2025,5,May,16,2,Friday
20250220,2025-02-20,2025,2,February,20,1,Thursday
20241218,2024-12-18,2024,12,December,18,4,Wednesday
20250810,2025-08-10,2025,8,August,10,3,Sunday
20250712,2025-07-12,2025,7,July,12,3,Saturday
20240117,2024-01-17,2024,1,January,17,1,Wednesday
20250620,2025-06-20,2025,6,June,20,2,Friday
20241022,2024-10-22,2024,10,October,22,4,Tuesday
20250214,2025-02-14,2025,2,February,14,1,Friday
20250627,2025-06-27,2025,6,June,27,2,Friday
20241222,2024-12-22,2024,12,December,22,4,Sunday
20250131,2025-01-31,2025,1,January,31,1,Friday
20240428,2024-04-28,2024,4,April,28,2,Sunday
20240529,2024-05-29,2024,5,May,29,2,Wednesday
20240510,2024-05-10,2024,5,May,10,2,Friday
20240929,2024-09-29,2024,9,September,29,3,Sunday
20240411,2024-04-11,2024,4,April,11,2,Thursday
20250213,2025-02-13,2025,2,February,13,1,Thursday
20250730,2025-07-30,2025,7,July,30,3,Wednesday
20250930,2025-09-30,2025,9,September,30,3,Tuesday
20240806,2024-08-06,2024,8,August,6,3,Tuesday
20250407,2025-04-07,2025,4,April,7,2,Monday
20241110,2024-11-10,2024,11,November,10,4,Sunday
20240611,2024-06-11,2024,6,June,11,2,Tuesday
20250106,2025-01-06,2025,1,January,6,1,Monday
20250910,2025-09-10,2025,9,September,10,3,Wednesday
20250613,2025-06-13,2025,6,June,13,2,Friday
20250307,2025-03-07,2025,3,March,7,1,Friday
20250329,2025-03-29,2025,3,March,29,1,Saturday
20240918,2024-09-18,2024,9,September,18,3,Wednesday
20241203,2024-12-03,2024,12,December,3,4,Tuesday
20240303,2024-03-03,2024,3,March,3,1,Sunday
20240715,2024-07-15,2024,7,July,15,3,Monday
20250124,2025-01-24,2025,1,January,24,1,Friday
20240623,2024-06-23,2024,6,June,23,2,Sunday
20250612,2025-06-12,2025,6,June,12,2,Thursday
20240305,2024-03-05,2024,3,March,5,1,Tuesday
20250722,2025-07-22,2025,7,July,22,3,Tuesday
20250524,2025-05-24,2025,5,May,24,2,Saturday
20250907,2025-09-07,2025,9,September,7,3,Sunday
20250701,2025-07-01,2025,7,July,1,3,Tuesday
20250724,2025-07-24,2025,7,July,24,3,Thursday
20240426,2024-04-26,2024,4,April,26,2,Friday
20250529,2025-05-29,2025,5,May,29,2,Thursday
20250203,2025-02-03,2025,2,February,3,1,Monday
20250828,2025-08-28,2025,8,August,28,3,Thursday
20241122,2024-11-22,2024,11,November,22,4,Friday
20250310,2025-03-10,2025,3,March,10,1,Monday
20250204,2025-02-04,2025,2,February,4,1,Tuesday
20250205,2025-02-05,2025,2,February,5,1,Wednesday
20250324,2025-03-24,2025,3,March,24,1,Monday
20250809,2025-08-09,2025,8,August,9,3,Saturday
20250331,2025-03-31,2025,3,March,31,1,Monday
20240314,2024-03-14,2024,3,March,14,1,Thursday
20241107,2024-11-07,2024,11,November,7,4,Thursday
20240823,2024-08-23,2024,8,August,23,3,Friday
20240909,2024-09-09,2024,9,September,9,3,Monday
20240116,2024-01-16,2024,1,January,16,1,Tuesday
20250822,2025-08-22,2025,8,August,22,3,Friday
20250711,2025-07-11,2025,7,July,11,3,Friday
20240721,2024-07-21,2024,7,July,21,3,Sunday
20240622,2024-06-22,2024,6,June,22,2,Saturday
20240801,2024-08-01,2024,8,August,1,3,Thursday
20240703,2024-07-03,2024,7,July,3,3,Wednesday
20240604,2024-06-04,2024,6,June,4,2,Tuesday
20240404,2024-04-04,2024,4,April,4,2,Thursday
20250504,2025-05-04,2025,5,May,4,2,Sunday
20250105,2025-01-05,2025,1,January,5,1,Sunday
20240311,2024-03-11,2024,3,March,11,1,Monday
20250502,2025-05-02,2025,5,May,2,2,Friday
20240630,2024-06-30,2024,6,June,30,2,Sunday
20240306,2024-03-06,2024,3,March,6,1,Wednesday
20240615,2024-06-15,2024,6,June,15,2,Saturday
20240307,2024-03-07,2024,3,March,7,1,Thursday
20240102,2024-01-02,2024,1,January,2,1,Tuesday
20241127,2024-11-27,2024,11,November,27,4,Wednesday
20240729,2024-07-29,2024,7,July,29,3,Monday
20240321,2024-03-21,2024,3,March,21,1,Thursday
20241208,2024-12-08,2024,12,December,8,4,Sunday
20250108,2025-01-08,2025,1,January,8,1,Wednesday
20250317,2025-03-17,2025,3,March,17,1,Monday
20240214,2024-02-14,2024,2,February,14,1,Wednesday
20240509,2024-05-09,2024,5,May,9,2,Thursday
20250112,2025-01-12,2025,1,January,12,1,Sunday
20240808,2024-08-08,2024,8,August,8,3,Thursday
20250813,2025-08-13,2025,8,August,13,3,Wednesday
20250630,2025-06-30,2025,6,June,30,2,Monday
20250404,2025-04-04,2025,4,April,4,2,Friday
20251001,2025-10-01,2025,10,October,1,4,Wednesday
20251002,2025-10-02,2025,10,October,2,4,Thursday
20251004,2025-10-04,2025,10,October,4,4,Saturday
20251006,2025-10-06,2025,10,October,6,4,Monday
20251003,2025-10-03,2025,10,October,3,4,Friday
20251005,2025-10-05,2025,10,October,5,4,Sunday
20251009,2025-10-09,2025,10,October,9,4,Thursday
20251010,2025-10-10,2025,10,October,10,4,Friday
20251012,2025-10-12,2025,10,October,12,4,Sunday
20251007,2025-10-07,2025,10,October,7,4,Tuesday
20251008,2025-10-08,2025,10,October,8,4,Wednesday
