order_item_sk,date_id,channel_sk,store_sk,customer_sk,location_sk,product_sk,quantity,unit_price,discount_amount,line_total
2692,20240118,1,,321,916,2,3,16500.0,2475.0,47025.0
2693,20250328,2,4.0,902,4,2,2,15000.0,0.0,30000.0
2694,20250424,1,,82,2217,2,2,15000.0,3000.0,27000.0
2695,20250626,1,,809,758,1,2,12000.0,1200.0,22800.0
2696,20240417,1,,246,1215,2,3,15000.0,0.0,45000.0
2697,20240302,1,,1235,2263,2,1,15750.0,0.0,15750.0
2698,20240710,1,,196,3203,1,1,12000.0,600.0,11400.0
2699,20240531,1,,1163,339,1,3,12000.0,3600.0,32400.0
2700,20250518,2,1.0,709,1,2,2,15000.0,0.0,30000.0
2701,20241030,1,,382,3137,1,2,12600.0,1260.0,23940.0
2702,20241030,1,,382,3137,2,3,15750.0,2362.5,44887.5
2703,20240707,1,,202,1464,2,1,15000.0,300.0,14700.0
2704,20240707,1,,202,1464,1,2,10800.0,432.0,21168.0
2705,20240707,1,,202,1464,1,3,13200.0,1980.0,37620.0
2706,20240123,1,,304,2474,2,2,16500.0,660.0,32340.0
2707,20240111,1,,560,1813,1,1,12600.0,0.0,12600.0
2708,20241216,2,1.0,571,1,1,1,13200.0,1320.0,11880.0
2709,20241230,2,1.0,131,1,1,3,12000.0,1800.0,34200.0
2710,20240215,2,4.0,1484,4,1,2,12000.0,2400.0,21600.0
2711,20241210,1,,241,582,1,2,10800.0,0.0,21600.0
2712,20240827,2,2.0,1098,2,1,3,10800.0,0.0,32400.0
2713,20240827,2,2.0,1098,2,2,2,15750.0,630.0,30870.0
2714,20240330,2,1.0,835,1,2,2,16500.0,3300.0,29700.0
2715,20240524,2,4.0,1246,4,1,2,12000.0,2400.0,21600.0
2716,20240219,1,,1499,1037,1,2,12600.0,504.0,24696.0
2717,20250711,1,,919,751,1,1,12000.0,240.0,11760.0
2718,20240728,2,2.0,1120,2,1,3,12600.0,3780.0,34020.0
2719,20240728,2,2.0,1120,2,2,1,15750.0,315.0,15435.0
2720,20240302,1,,1364,2269,1,3,12000.0,720.0,35280.0
2721,20250326,1,,85,2890,2,2,15000.0,1500.0,28500.0
2722,20240522,2,1.0,971,1,2,3,16500.0,4950.0,44550.0
2723,20240522,2,1.0,971,1,1,1,12000.0,600.0,11400.0
2724,20240426,2,4.0,431,4,1,3,12000.0,1800.0,34200.0
2725,20240426,2,4.0,431,4,1,2,10800.0,1080.0,20520.0
2726,20240215,2,4.0,927,4,2,1,13500.0,0.0,13500.0
2727,20250223,1,,27,182,2,3,16500.0,4950.0,44550.0
2728,20250917,1,,120,1975,1,2,12000.0,480.0,23520.0
2729,20250328,1,,917,16,2,2,15000.0,600.0,29400.0
2730,20240326,1,,1138,1453,1,2,12000.0,480.0,23520.0
2731,20240525,1,,1139,1763,1,3,12600.0,1890.0,35910.0
2732,20250419,1,,588,2752,2,2,15000.0,600.0,29400.0
2733,20250419,1,,588,2752,1,1,12000.0,0.0,12000.0
2734,20241228,1,,1336,2591,1,1,12000.0,240.0,11760.0
2735,20240521,1,,702,2239,2,1,15000.0,1500.0,13500.0
2736,20240930,2,2.0,779,2,1,3,12000.0,0.0,36000.0
2737,20241227,1,,483,2158,1,3,13200.0,792.0,38808.0
2738,20241227,1,,483,2158,1,2,12000.0,0.0,24000.0
2739,20250422,2,4.0,757,4,1,3,12000.0,1800.0,34200.0
2740,20250413,2,4.0,927,4,2,3,15750.0,2362.5,44887.5
2741,20241111,1,,560,2796,1,2,12600.0,0.0,25200.0
2742,20241101,1,,832,2478,2,2,15000.0,1500.0,28500.0
2743,20241101,1,,832,2478,1,3,12000.0,0.0,36000.0
2744,20240427,1,,301,1776,1,1,10800.0,540.0,10260.0
2745,20240504,1,,425,2564,1,2,12600.0,1260.0,23940.0
2746,20241009,1,,1453,2492,1,1,13200.0,264.0,12936.0
2747,20250329,1,,1135,31,1,1,10800.0,540.0,10260.0
2748,20250805,1,,149,1032,1,2,12600.0,1260.0,23940.0
2749,20240419,1,,12,1607,2,2,15000.0,3000.0,27000.0
2750,20240419,1,,12,1607,1,1,12000.0,240.0,11760.0
2751,20240419,1,,12,1607,2,3,13500.0,0.0,40500.0
2752,20250313,1,,1328,2281,2,1,15000.0,0.0,15000.0
2753,20240605,2,2.0,492,2,2,2,15000.0,0.0,30000.0
2754,20250519,1,,343,2958,1,1,12000.0,0.0,12000.0
2755,20250519,1,,343,2958,1,3,12000.0,3600.0,32400.0
2756,20240721,2,1.0,729,1,1,2,12000.0,0.0,24000.0
2757,20240108,2,3.0,1261,3,1,3,12000.0,3600.0,32400.0
2758,20240108,2,3.0,1261,3,2,3,15000.0,900.0,44100.0
2759,20250615,2,4.0,829,4,1,1,12600.0,0.0,12600.0
2760,20240206,1,,342,1167,2,2,15000.0,1500.0,28500.0
2761,20240622,2,4.0,944,4,1,3,13200.0,3960.0,35640.0
2762,20240622,2,4.0,944,4,2,3,13500.0,2025.0,38475.0
2763,20240801,2,4.0,1499,4,1,3,12000.0,720.0,35280.0
2764,20240801,2,4.0,1499,4,1,3,12000.0,0.0,36000.0
2765,20250716,2,4.0,852,4,1,1,12000.0,600.0,11400.0
2766,20250716,2,4.0,852,4,1,3,10800.0,1620.0,30780.0
2767,20250716,2,4.0,852,4,1,3,10800.0,3240.0,29160.0
2768,20241106,2,1.0,52,1,2,1,13500.0,675.0,12825.0
2769,20240325,1,,397,1285,2,2,16500.0,3300.0,29700.0
2770,20240325,1,,397,1285,1,1,12000.0,0.0,12000.0
2771,20240325,1,,397,1285,1,3,12000.0,1800.0,34200.0
2772,20240213,1,,1111,525,2,3,13500.0,810.0,39690.0
2773,20250518,1,,1380,1302,2,2,15000.0,3000.0,27000.0
2774,20250518,1,,1380,1302,1,3,12000.0,720.0,35280.0
2775,20250518,1,,1380,1302,1,2,12000.0,1200.0,22800.0
2776,20240125,1,,1359,811,2,2,15000.0,1500.0,28500.0
2777,20240125,1,,1359,811,1,2,12000.0,480.0,23520.0
2778,20240125,1,,1359,811,1,3,12600.0,1890.0,35910.0
2779,20240514,1,,332,2096,1,1,12600.0,0.0,12600.0
2780,20240104,1,,631,2677,2,1,15000.0,750.0,14250.0
2781,20240104,1,,631,2677,1,1,12000.0,600.0,11400.0
2782,20250402,2,1.0,1055,1,1,2,12600.0,0.0,25200.0
2783,20250402,2,1.0,1055,1,2,2,13500.0,540.0,26460.0
2784,20250515,1,,1478,1718,1,1,12000.0,0.0,12000.0
2785,20240114,2,2.0,831,2,2,3,15000.0,900.0,44100.0
2786,20250818,2,2.0,1108,2,1,3,12000.0,3600.0,32400.0
2787,20250818,2,2.0,1108,2,1,2,12000.0,480.0,23520.0
2788,20250609,2,3.0,1227,3,2,3,16500.0,4950.0,44550.0
2789,20250609,2,3.0,1227,3,2,1,15000.0,300.0,14700.0
2790,20250718,2,4.0,1049,4,2,2,15000.0,0.0,30000.0
2791,20250718,2,4.0,1049,4,2,3,13500.0,2025.0,38475.0
2792,20240518,2,3.0,582,3,1,3,12000.0,0.0,36000.0
2793,20240518,2,3.0,582,3,2,1,15750.0,0.0,15750.0
2794,20250425,1,,119,106,2,3,15000.0,4500.0,40500.0
2795,20240411,1,,6,2113,2,1,16500.0,330.0,16170.0
2796,20250506,2,2.0,736,2,2,3,15750.0,4725.0,42525.0
2797,20250222,2,2.0,611,2,2,2,15000.0,600.0,29400.0
2798,20240824,2,1.0,921,1,1,3,12000.0,0.0,36000.0
2799,20240824,2,1.0,921,1,1,1,12000.0,1200.0,10800.0
2800,20240418,1,,259,621,2,1,15000.0,300.0,14700.0
2801,20240318,1,,795,1186,2,1,13500.0,675.0,12825.0
2802,20240703,1,,5,2845,1,1,12000.0,240.0,11760.0
2803,20250314,2,2.0,178,2,1,2,12000.0,480.0,23520.0
2804,20250314,2,2.0,178,2,1,3,12000.0,720.0,35280.0
2805,20250307,1,,708,2212,1,3,12000.0,720.0,35280.0
2806,20240703,1,,1062,3128,1,1,10800.0,216.0,10584.0
2807,20250215,1,,463,597,1,3,13200.0,1980.0,37620.0
2808,20250603,2,1.0,819,1,1,3,12000.0,1800.0,34200.0
2809,20250808,1,,106,961,1,3,12000.0,1800.0,34200.0
2810,20250808,1,,106,961,1,3,12600.0,3780.0,34020.0
2811,20240627,1,,353,2896,2,2,16500.0,1650.0,31350.0
2812,20250329,1,,1270,962,2,3,16500.0,0.0,49500.0
2813,20250424,1,,320,1940,2,3,15000.0,0.0,45000.0
2814,20241130,2,3.0,1053,3,1,1,10800.0,540.0,10260.0
2815,20250620,1,,474,225,2,2,15000.0,0.0,30000.0
2816,20250620,1,,474,225,1,2,12000.0,1200.0,22800.0
2817,20250620,1,,474,225,1,3,12000.0,3600.0,32400.0
2818,20250412,2,3.0,991,3,1,1,12000.0,1200.0,10800.0
2819,20250228,1,,161,823,1,1,12600.0,1260.0,11340.0
2820,20250625,1,,1395,1503,2,3,16500.0,990.0,48510.0
2821,20250625,1,,1395,1503,2,3,15000.0,0.0,45000.0
2822,20250213,2,4.0,937,4,1,2,12000.0,480.0,23520.0
2823,20240108,1,,373,1378,2,2,15000.0,3000.0,27000.0
2824,20250812,2,2.0,1001,2,1,2,10800.0,1080.0,20520.0
2825,20240604,2,4.0,399,4,2,2,13500.0,2700.0,24300.0
2826,20240604,2,4.0,399,4,1,3,12000.0,3600.0,32400.0
2827,20240703,1,,663,2533,1,2,12000.0,480.0,23520.0
2828,20240703,1,,663,2533,1,1,12600.0,252.0,12348.0
2829,20240429,1,,240,928,1,3,12000.0,3600.0,32400.0
2830,20250109,1,,255,1861,2,3,13500.0,810.0,39690.0
2831,20240906,2,1.0,1061,1,2,3,13500.0,4050.0,36450.0
2832,20240906,2,1.0,1061,1,1,3,12600.0,1890.0,35910.0
2833,20240906,2,1.0,1061,1,2,3,15000.0,4500.0,40500.0
2834,20241105,1,,216,3046,1,2,12600.0,2520.0,22680.0
2835,20250210,1,,526,2110,1,3,12000.0,1800.0,34200.0
2836,20240423,2,1.0,1030,1,1,3,10800.0,0.0,32400.0
2837,20240423,2,1.0,1030,1,1,3,12600.0,1890.0,35910.0
2838,20241122,1,,802,694,2,1,15000.0,750.0,14250.0
2839,20250310,1,,1337,1204,2,1,15000.0,750.0,14250.0
2840,20250310,1,,1337,1204,1,2,12600.0,504.0,24696.0
2841,20250814,1,,690,1458,2,3,15750.0,4725.0,42525.0
2842,20250814,1,,690,1458,1,2,12000.0,1200.0,22800.0
2843,20240814,2,3.0,1323,3,1,2,12000.0,480.0,23520.0
2844,20250514,1,,204,543,2,1,15000.0,0.0,15000.0
2845,20240927,1,,155,1891,1,3,12000.0,0.0,36000.0
2846,20241210,2,2.0,559,2,1,3,12000.0,3600.0,32400.0
2847,20241105,1,,1137,2709,1,2,12000.0,480.0,23520.0
2848,20240520,1,,132,14,1,2,12000.0,480.0,23520.0
2849,20250826,2,3.0,674,3,1,2,10800.0,2160.0,19440.0
2850,20240703,1,,747,1822,1,1,13200.0,264.0,12936.0
2851,20241102,2,2.0,503,2,2,3,15000.0,900.0,44100.0
2852,20240404,1,,55,3081,1,2,10800.0,0.0,21600.0
2853,20240404,1,,55,3081,2,2,15000.0,600.0,29400.0
2854,20240404,1,,55,3081,1,2,10800.0,1080.0,20520.0
2855,20250909,1,,146,1682,1,3,12000.0,1800.0,34200.0
2856,20250909,1,,146,1682,2,2,15000.0,0.0,30000.0
2857,20250819,2,3.0,978,3,2,2,13500.0,2700.0,24300.0
2858,20250819,2,3.0,978,3,1,2,12000.0,480.0,23520.0
2859,20250819,2,3.0,978,3,1,1,12000.0,600.0,11400.0
2860,20250411,1,,1414,788,2,3,15000.0,900.0,44100.0
2861,20250411,1,,1414,788,1,3,12000.0,0.0,36000.0
2862,20240411,2,1.0,1406,1,1,2,12600.0,0.0,25200.0
2863,20250225,1,,1188,1088,1,2,12600.0,0.0,25200.0
2864,20241123,1,,212,1393,2,3,15000.0,2250.0,42750.0
2865,20241123,1,,212,1393,1,2,12600.0,0.0,25200.0
2866,20240208,2,1.0,1075,1,2,2,16500.0,0.0,33000.0
2867,20250831,1,,974,1117,1,2,12000.0,1200.0,22800.0
2868,20240620,2,2.0,1476,2,1,3,12600.0,1890.0,35910.0
2869,20250126,1,,1438,873,2,1,15000.0,300.0,14700.0
2870,20240202,2,4.0,1012,4,2,1,15000.0,750.0,14250.0
2871,20250504,2,1.0,27,1,1,1,12600.0,0.0,12600.0
2872,20250122,2,4.0,723,4,2,2,15000.0,3000.0,27000.0
2873,20250913,1,,247,439,1,3,12000.0,720.0,35280.0
2874,20250401,1,,304,2420,2,3,15000.0,0.0,45000.0
2875,20240226,1,,394,68,2,1,15750.0,787.5,14962.5
2876,20240226,1,,394,68,1,2,12000.0,2400.0,21600.0
2877,20250109,2,2.0,1485,2,2,1,15000.0,1500.0,13500.0
2878,20240418,1,,1210,505,2,2,15000.0,0.0,30000.0
2879,20240107,1,,381,2176,1,1,12000.0,240.0,11760.0
2880,20240310,2,3.0,1108,3,2,1,13500.0,675.0,12825.0
2881,20250717,2,2.0,1171,2,1,1,12600.0,630.0,11970.0
2882,20240204,2,1.0,834,1,1,2,12000.0,0.0,24000.0
2883,20240204,2,1.0,834,1,2,3,15000.0,0.0,45000.0
2884,20250331,1,,746,1674,2,1,13500.0,0.0,13500.0
2885,20240620,1,,796,2232,1,2,12000.0,480.0,23520.0
2886,20250730,2,2.0,814,2,1,3,12600.0,1890.0,35910.0
2887,20250820,1,,843,227,2,3,15000.0,0.0,45000.0
2888,20250622,1,,218,2392,2,1,15750.0,1575.0,14175.0
2889,20240216,2,4.0,209,4,1,2,12000.0,1200.0,22800.0
2890,20250618,2,1.0,367,1,1,1,12000.0,600.0,11400.0
2891,20240424,1,,902,2861,2,1,16500.0,1650.0,14850.0
2892,20240528,2,4.0,1484,4,1,1,13200.0,0.0,13200.0
2893,20240528,2,4.0,1484,4,1,1,12000.0,240.0,11760.0
2894,20250123,1,,1094,521,2,3,13500.0,2025.0,38475.0
2895,20240119,2,3.0,1113,3,1,2,12600.0,2520.0,22680.0
2896,20240503,1,,930,2970,2,2,13500.0,2700.0,24300.0
2897,20240503,1,,930,2970,1,2,12000.0,480.0,23520.0
2898,20240503,1,,930,2970,1,1,12000.0,1200.0,10800.0
2899,20250412,2,1.0,1135,1,1,1,12000.0,600.0,11400.0
2900,20250718,1,,476,3124,1,2,12000.0,0.0,24000.0
2901,20250718,1,,476,3124,2,1,15000.0,750.0,14250.0
2902,20241003,2,2.0,972,2,1,1,12000.0,0.0,12000.0
2903,20241003,2,2.0,972,2,1,1,12000.0,600.0,11400.0
2904,20240525,2,4.0,872,4,1,3,12600.0,3780.0,34020.0
2905,20240925,2,2.0,1396,2,1,1,12000.0,240.0,11760.0
2906,20240925,2,2.0,1396,2,2,3,15000.0,900.0,44100.0
2907,20240710,2,2.0,998,2,2,3,15750.0,0.0,47250.0
2908,20250601,1,,69,2930,2,3,15000.0,4500.0,40500.0
2909,20250915,1,,873,123,2,3,15000.0,4500.0,40500.0
2910,20241204,2,3.0,862,3,2,1,15000.0,750.0,14250.0
2911,20241204,2,3.0,862,3,2,2,15750.0,1575.0,29925.0
2912,20250401,1,,1029,2977,2,2,15750.0,630.0,30870.0
2913,20250514,2,3.0,721,3,1,3,12000.0,0.0,36000.0
2914,20250320,2,4.0,150,4,1,2,12600.0,1260.0,23940.0
2915,20250320,2,4.0,150,4,1,2,12000.0,480.0,23520.0
2916,20250124,1,,1004,1367,2,2,15000.0,1500.0,28500.0
2917,20250425,2,1.0,450,1,1,2,10800.0,0.0,21600.0
2918,20250425,2,1.0,450,1,1,2,12000.0,1200.0,22800.0
2919,20250425,2,1.0,450,1,1,2,10800.0,432.0,21168.0
2920,20240328,2,1.0,172,1,2,2,15750.0,1575.0,29925.0
2921,20250220,2,3.0,1376,3,2,2,15000.0,1500.0,28500.0
2922,20250928,2,4.0,234,4,1,1,12600.0,1260.0,11340.0
2923,20250525,1,,234,1558,1,1,12600.0,1260.0,11340.0
2924,20250228,1,,117,2908,2,1,15000.0,0.0,15000.0
2925,20250228,1,,117,2908,2,2,13500.0,1350.0,25650.0
2926,20240105,1,,37,2866,1,1,12000.0,0.0,12000.0
2927,20240129,2,4.0,1116,4,2,1,15000.0,0.0,15000.0
2928,20250414,1,,235,854,1,3,10800.0,1620.0,30780.0
2929,20250514,1,,285,2316,1,1,12000.0,0.0,12000.0
2930,20240301,1,,1188,880,1,1,12000.0,1200.0,10800.0
2931,20250929,2,1.0,230,1,2,3,15000.0,900.0,44100.0
2932,20250929,2,1.0,230,1,2,3,15000.0,0.0,45000.0
2933,20250513,2,4.0,1399,4,2,1,16500.0,330.0,16170.0
2934,20250115,1,,1363,2159,2,1,15000.0,0.0,15000.0
2935,20241102,2,3.0,855,3,1,3,10800.0,648.0,31752.0
2936,20241102,2,3.0,855,3,1,3,10800.0,1620.0,30780.0
2937,20241027,1,,498,2309,1,1,12000.0,1200.0,10800.0
2938,20240606,1,,140,3053,1,1,12000.0,600.0,11400.0
2939,20241231,2,1.0,956,1,1,1,12000.0,240.0,11760.0
2940,20241231,2,1.0,956,1,2,2,15000.0,0.0,30000.0
2941,20240917,2,1.0,235,1,1,1,12000.0,0.0,12000.0
2942,20250429,1,,1268,2882,1,1,12000.0,600.0,11400.0
2943,20240412,1,,1322,1719,1,2,12600.0,504.0,24696.0
2944,20240412,1,,1322,1719,2,3,16500.0,0.0,49500.0
2945,20250201,1,,194,1195,1,3,10800.0,0.0,32400.0
2946,20250105,1,,1446,2905,1,3,12600.0,3780.0,34020.0
2947,20240704,2,1.0,502,1,1,1,12000.0,0.0,12000.0
2948,20250130,2,3.0,1410,3,1,3,12000.0,0.0,36000.0
2949,20250528,1,,951,354,1,2,12000.0,0.0,24000.0
2950,20250821,1,,1124,1893,2,3,15000.0,0.0,45000.0
2951,20250821,1,,1124,1893,1,1,12600.0,1260.0,11340.0
2952,20240516,2,2.0,1005,2,2,1,13500.0,675.0,12825.0
2953,20240516,2,2.0,1005,2,2,3,15000.0,900.0,44100.0
2954,20240407,2,4.0,578,4,1,1,12000.0,240.0,11760.0
2955,20250514,1,,881,2549,2,2,13500.0,0.0,27000.0
2956,20250514,1,,881,2549,2,1,15000.0,300.0,14700.0
2957,20250107,2,3.0,865,3,1,2,12000.0,480.0,23520.0
2958,20240815,2,3.0,411,3,1,3,13200.0,1980.0,37620.0
2959,20250214,2,4.0,1412,4,1,1,12600.0,1260.0,11340.0
2960,20240114,1,,167,2901,1,1,12000.0,600.0,11400.0
2961,20240220,1,,623,1785,1,2,13200.0,2640.0,23760.0
2962,20240220,1,,623,1785,1,3,12000.0,1800.0,34200.0
2963,20240220,1,,623,1785,2,3,15000.0,4500.0,40500.0
2964,20250316,1,,1245,1367,1,1,13200.0,0.0,13200.0
2965,20250316,1,,1245,1367,1,3,12000.0,720.0,35280.0
2966,20240612,1,,1389,1046,2,1,15000.0,1500.0,13500.0
2967,20241018,1,,354,2514,1,3,12600.0,3780.0,34020.0
2968,20241209,1,,217,3193,2,3,15000.0,4500.0,40500.0
2969,20240303,2,2.0,502,2,2,1,15000.0,300.0,14700.0
2970,20240714,1,,320,1991,1,3,12000.0,1800.0,34200.0
2971,20240714,1,,320,1991,1,3,12000.0,0.0,36000.0
2972,20240714,1,,320,1991,1,3,12600.0,1890.0,35910.0
2973,20250126,1,,590,987,1,1,13200.0,0.0,13200.0
2974,20241012,1,,1358,948,1,1,13200.0,1320.0,11880.0
2975,20241223,2,3.0,1413,3,2,2,13500.0,1350.0,25650.0
2976,20250315,1,,1183,2768,2,1,15000.0,0.0,15000.0
2977,20240911,1,,1270,1000,2,3,15750.0,2362.5,44887.5
2978,20250413,1,,991,3177,2,2,15000.0,3000.0,27000.0
2979,20250413,1,,991,3177,1,2,12600.0,2520.0,22680.0
2980,20240406,1,,748,1425,2,2,15750.0,1575.0,29925.0
2981,20241030,1,,1315,504,2,3,15000.0,4500.0,40500.0
2982,20250913,2,1.0,529,1,1,2,10800.0,0.0,21600.0
2983,20241219,1,,1186,894,1,1,12000.0,0.0,12000.0
2984,20241219,1,,1186,894,1,3,12600.0,1890.0,35910.0
2985,20240803,1,,826,830,2,3,15000.0,4500.0,40500.0
2986,20240803,1,,826,830,2,2,13500.0,2700.0,24300.0
2987,20240616,1,,53,2450,2,1,15000.0,0.0,15000.0
2988,20240816,2,3.0,810,3,2,3,15000.0,900.0,44100.0
2989,20250221,2,1.0,1442,1,2,3,13500.0,0.0,40500.0
2990,20240720,2,3.0,397,3,1,1,12000.0,600.0,11400.0
2991,20240720,2,3.0,397,3,2,2,15000.0,0.0,30000.0
2992,20240619,1,,292,549,1,1,12000.0,0.0,12000.0
2993,20240904,1,,73,1464,1,1,12000.0,0.0,12000.0
2994,20250930,1,,462,1795,2,2,15000.0,0.0,30000.0
2995,20250930,1,,462,1795,2,2,15000.0,1500.0,28500.0
2996,20250729,1,,1441,3144,1,1,12000.0,0.0,12000.0
2997,20240311,1,,696,1361,2,3,15750.0,0.0,47250.0
2998,20250910,2,2.0,568,2,1,1,12000.0,240.0,11760.0
2999,20250611,1,,888,2442,1,3,12000.0,0.0,36000.0
3000,20240413,2,4.0,1065,4,2,3,15000.0,2250.0,42750.0
3001,20240413,2,4.0,1065,4,2,3,16500.0,4950.0,44550.0
3002,20240520,1,,667,2574,1,3,12000.0,720.0,35280.0
3003,20240520,1,,667,2574,2,3,15000.0,0.0,45000.0
3004,20250410,1,,156,132,1,1,12000.0,0.0,12000.0
3005,20240117,1,,272,1222,1,3,12000.0,720.0,35280.0
3006,20240927,1,,515,949,2,2,15000.0,1500.0,28500.0
3007,20240927,1,,515,949,1,2,12000.0,0.0,24000.0
3008,20240927,1,,515,949,2,1,13500.0,675.0,12825.0
3009,20241126,2,1.0,1109,1,2,2,13500.0,1350.0,25650.0
3010,20241126,2,1.0,1109,1,1,3,12000.0,720.0,35280.0
3011,20241126,2,1.0,1109,1,1,3,10800.0,1620.0,30780.0
3012,20241101,2,1.0,4,1,2,2,15000.0,3000.0,27000.0
3013,20250802,2,3.0,1406,3,1,1,12000.0,0.0,12000.0
3014,20250324,2,4.0,701,4,2,1,13500.0,675.0,12825.0
3015,20240920,2,1.0,438,1,2,2,15000.0,0.0,30000.0
3016,20240613,1,,275,2148,1,2,12600.0,0.0,25200.0
3017,20240613,1,,275,2148,2,2,15000.0,3000.0,27000.0
3018,20240403,1,,1054,443,1,3,10800.0,648.0,31752.0
3019,20240403,1,,1054,443,2,3,15000.0,900.0,44100.0
3020,20240820,2,2.0,831,2,1,2,12000.0,0.0,24000.0
3021,20240302,2,3.0,161,3,1,3,13200.0,1980.0,37620.0
3022,20240112,1,,1379,1946,2,2,15000.0,3000.0,27000.0
3023,20241005,1,,1004,3085,1,1,13200.0,1320.0,11880.0
3024,20241016,1,,7,2363,2,2,13500.0,1350.0,25650.0
3025,20240517,1,,728,1238,1,3,12000.0,0.0,36000.0
3026,20240517,1,,728,1238,1,2,12000.0,1200.0,22800.0
3027,20240517,1,,728,1238,1,1,12000.0,0.0,12000.0
3028,20250202,1,,832,922,2,1,15000.0,1500.0,13500.0
3029,20250521,1,,177,576,1,2,12000.0,1200.0,22800.0
3030,20250110,2,2.0,526,2,1,1,10800.0,0.0,10800.0
3031,20250110,2,2.0,526,2,1,1,12600.0,0.0,12600.0
3032,20240720,2,1.0,312,1,2,3,15750.0,2362.5,44887.5
3033,20241015,1,,297,542,2,2,15000.0,3000.0,27000.0
3034,20241015,1,,297,542,2,3,15000.0,2250.0,42750.0
3035,20240831,2,4.0,472,4,2,2,15750.0,1575.0,29925.0
3036,20250521,1,,133,2083,1,3,12000.0,0.0,36000.0
3037,20250521,1,,133,2083,1,2,13200.0,2640.0,23760.0
3038,20240314,2,4.0,718,4,1,2,10800.0,2160.0,19440.0
3039,20240314,2,4.0,718,4,1,3,12000.0,0.0,36000.0
3040,20241212,1,,378,906,1,2,12000.0,1200.0,22800.0
3041,20240326,1,,1390,810,2,2,15000.0,600.0,29400.0
3042,20240330,2,3.0,1114,3,2,1,15000.0,750.0,14250.0
3043,20240713,2,3.0,102,3,1,2,10800.0,432.0,21168.0
3044,20250530,1,,484,2405,1,1,12000.0,240.0,11760.0
3045,20241222,2,2.0,1297,2,1,3,12000.0,1800.0,34200.0
3046,20240519,1,,716,1898,1,2,12000.0,480.0,23520.0
3047,20240304,1,,1009,344,1,3,10800.0,3240.0,29160.0
3048,20250503,1,,860,2461,2,3,16500.0,0.0,49500.0
3049,20240620,1,,118,1586,2,1,13500.0,675.0,12825.0
3050,20240809,1,,891,1075,1,3,12000.0,3600.0,32400.0
3051,20250206,2,2.0,1091,2,1,3,13200.0,0.0,39600.0
3052,20250206,2,2.0,1091,2,1,1,10800.0,540.0,10260.0
3053,20250206,2,2.0,1091,2,2,2,13500.0,540.0,26460.0
3054,20250324,1,,1373,1601,2,1,15000.0,0.0,15000.0
3055,20250324,1,,1373,1601,1,1,12000.0,0.0,12000.0
3056,20250206,2,4.0,557,4,2,1,15000.0,750.0,14250.0
3057,20250206,2,4.0,557,4,2,1,16500.0,1650.0,14850.0
3058,20241121,1,,757,2948,2,3,13500.0,0.0,40500.0
3059,20240118,1,,1015,94,1,2,12000.0,2400.0,21600.0
3060,20240118,1,,1015,94,2,1,15000.0,1500.0,13500.0
3061,20240517,1,,635,1070,2,2,13500.0,0.0,27000.0
3062,20240517,1,,635,1070,1,2,12600.0,2520.0,22680.0
3063,20250301,1,,498,65,2,1,16500.0,1650.0,14850.0
3064,20240811,2,4.0,886,4,1,2,12000.0,0.0,24000.0
3065,20250502,2,4.0,1127,4,2,3,16500.0,990.0,48510.0
3066,20250502,2,4.0,1127,4,2,1,13500.0,675.0,12825.0
3067,20240414,1,,1220,265,1,1,12000.0,0.0,12000.0
3068,20241115,1,,16,270,1,1,12000.0,1200.0,10800.0
3069,20241115,1,,16,270,2,3,16500.0,2475.0,47025.0
3070,20240319,1,,350,2814,2,1,15000.0,300.0,14700.0
3071,20240423,1,,37,3115,1,2,12000.0,2400.0,21600.0
3072,20241025,1,,1445,1980,1,1,12600.0,252.0,12348.0
3073,20240116,1,,18,2215,1,1,12600.0,0.0,12600.0
3074,20240408,1,,975,864,2,1,15000.0,300.0,14700.0
3075,20250210,2,3.0,304,3,2,1,15000.0,300.0,14700.0
3076,20250107,1,,1199,1954,1,3,10800.0,0.0,32400.0
3077,20240422,2,2.0,437,2,1,1,12000.0,600.0,11400.0
3078,20240621,1,,424,307,1,3,12600.0,0.0,37800.0
3079,20240901,1,,1364,2517,2,2,15000.0,0.0,30000.0
3080,20250327,1,,979,498,1,1,12000.0,1200.0,10800.0
3081,20250702,1,,110,1593,2,2,15750.0,1575.0,29925.0
3082,20250702,1,,110,1593,2,2,15000.0,1500.0,28500.0
3083,20241114,1,,751,1981,2,2,15000.0,0.0,30000.0
3084,20241114,1,,751,1981,1,3,10800.0,648.0,31752.0
3085,20240628,1,,1427,2942,1,3,12000.0,3600.0,32400.0
3086,20250316,1,,252,862,2,2,13500.0,1350.0,25650.0
3087,20241206,2,2.0,846,2,1,2,13200.0,2640.0,23760.0
3088,20250306,1,,1183,2182,1,1,13200.0,264.0,12936.0
3089,20250623,1,,874,1482,2,2,15750.0,630.0,30870.0
3090,20250623,1,,874,1482,1,3,10800.0,3240.0,29160.0
3091,20250801,1,,469,2212,1,2,12000.0,0.0,24000.0
3092,20250510,1,,637,2892,2,2,15000.0,0.0,30000.0
3093,20250610,2,3.0,1068,3,2,3,15000.0,2250.0,42750.0
3094,20250610,2,3.0,1068,3,1,2,12000.0,480.0,23520.0
3095,20250809,2,3.0,1230,3,2,1,13500.0,270.0,13230.0
3096,20250330,1,,249,2535,2,1,16500.0,825.0,15675.0
