order_sk,date_id,channel_sk,store_sk,customer_sk,location_sk,status,subtotal,tax_amount,shipping_fee,total_amount
2406,20240116,2,1.0,1405,1,FULFILLED,45000.0,9450.0,0.0,54450.0
2407,20250603,1,,1317,1169,PAID,45000.0,9450.0,0.0,54450.0
2408,20240120,2,4.0,1200,4,FULFILLED,32400.0,6804.0,0.0,39204.0
2409,20250325,2,4.0,984,4,FULFILLED,57600.0,12096.0,0.0,69696.0
2410,20240218,2,4.0,1465,4,PAID,35640.0,7484.4,0.0,43124.4
2411,20250913,1,,831,2644,PAID,53568.0,11249.28,1200.0,66017.28
2412,20241210,1,,1206,2473,PAID,37800.0,7938.0,900.0,46638.0
2413,20241003,2,4.0,1431,4,FULFILLED,88770.0,18641.7,0.0,107411.7
2414,20250906,1,,1288,856,FULFILLED,27000.0,5670.0,1500.0,34170.0
2415,20240524,1,,812,2575,FULFILLED,29400.0,6174.0,900.0,36474.0
2416,20250320,1,,587,1717,PAID,44925.0,9434.25,900.0,55259.25
2417,20240825,2,2.0,709,2,PAID,11400.0,2394.0,0.0,13794.0
2418,20240424,2,2.0,544,2,FULFILLED,12825.0,2693.25,0.0,15518.25
2419,20250517,2,3.0,1174,3,REFUNDED,24300.0,5103.0,0.0,29403.0
2420,20250308,1,,249,659,FULFILLED,35520.0,7459.2,900.0,43879.2
2421,20241219,1,,709,331,FULFILLED,19440.0,4082.4,1500.0,25022.4
2422,20241225,2,4.0,368,4,FULFILLED,24300.0,5103.0,0.0,29403.0
2423,20250725,1,,991,998,REFUNDED,32400.0,6804.0,900.0,40104.0
2424,20240829,2,1.0,217,1,PAID,31350.0,6583.5,0.0,37933.5
2425,20250712,1,,146,280,PAID,42750.0,8977.5,1200.0,52927.5
2426,20240307,1,,1376,324,FULFILLED,22200.0,4662.0,900.0,27762.0
2427,20240701,1,,583,245,FULFILLED,65952.0,13849.92,0.0,79801.92
2428,20240216,1,,779,754,PAID,55860.0,11730.6,1200.0,68790.6
2429,20250107,1,,216,719,FULFILLED,42675.0,8961.75,1200.0,52836.75
2430,20250717,2,4.0,1266,4,PAID,38475.0,8079.75,0.0,46554.75
2431,20250704,1,,629,1505,PAID,35190.0,7389.9,1200.0,43779.9
2432,20250106,2,4.0,245,4,FULFILLED,21600.0,4536.0,0.0,26136.0
2433,20250829,2,4.0,1256,4,FULFILLED,10800.0,2268.0,0.0,13068.0
2434,20241008,1,,1195,2641,FULFILLED,35280.0,7408.8,900.0,43588.8
2435,20240127,2,3.0,191,3,FULFILLED,13500.0,2835.0,0.0,16335.0
2436,20250826,1,,1477,82,FULFILLED,23760.0,4989.6,900.0,29649.6
2437,20240402,2,4.0,464,4,FULFILLED,24000.0,5040.0,0.0,29040.0
2438,20240717,2,2.0,667,2,FULFILLED,35280.0,7408.8,0.0,42688.8
2439,20250424,1,,622,2110,FULFILLED,24696.0,5186.16,0.0,29882.16
2440,20250910,1,,866,1486,CANCELLED,27348.0,5743.08,900.0,33991.08
2441,20240503,1,,308,1618,FULFILLED,14250.0,2992.5,1200.0,18442.5
2442,20240607,2,1.0,304,1,PAID,55200.0,11592.0,0.0,66792.0
2443,20240322,1,,1405,2030,FULFILLED,37044.0,7779.24,900.0,45723.24
2444,20250124,2,3.0,1369,3,FULFILLED,45000.0,9450.0,0.0,54450.0
2445,20241113,1,,849,1676,CANCELLED,26100.0,5481.0,1200.0,32781.0
2446,20250622,1,,658,1244,FULFILLED,11760.0,2469.6,1200.0,15429.6
2447,20240505,2,4.0,1400,4,FULFILLED,12600.0,2646.0,0.0,15246.0
2448,20240404,1,,345,1079,FULFILLED,45000.0,9450.0,900.0,55350.0
2449,20240920,1,,617,1946,FULFILLED,34200.0,7182.0,900.0,42282.0
2450,20240926,2,4.0,219,4,FULFILLED,11880.0,2494.8,0.0,14374.8
2451,20241001,1,,1253,3000,PAID,51180.0,10747.8,1200.0,63127.8
2452,20240109,2,4.0,377,4,FULFILLED,56400.0,11844.0,0.0,68244.0
2453,20241201,2,2.0,577,2,FULFILLED,45000.0,9450.0,0.0,54450.0
2454,20250327,1,,769,3059,PAID,29160.0,6123.6,0.0,35283.6
2455,20250719,1,,209,2267,FULFILLED,42750.0,8977.5,900.0,52627.5
2456,20240102,1,,449,3201,PAID,88500.0,18585.0,1200.0,108285.0
2457,20240616,2,1.0,859,1,FULFILLED,10584.0,2222.64,0.0,12806.64
2458,20250427,1,,960,2615,FULFILLED,74100.0,15561.0,1500.0,91161.0
2459,20241201,1,,1120,1140,CANCELLED,13500.0,2835.0,1500.0,17835.0
2460,20250402,1,,993,666,FULFILLED,23520.0,4939.2,1200.0,29659.2
2461,20240727,2,3.0,375,3,PAID,36000.0,7560.0,0.0,43560.0
2462,20241127,2,2.0,421,2,PAID,14700.0,3087.0,0.0,17787.0
2463,20241018,2,4.0,1219,4,FULFILLED,12000.0,2520.0,0.0,14520.0
2464,20250206,2,1.0,1418,1,FULFILLED,24825.0,5213.25,0.0,30038.25
2465,20250130,1,,1034,2094,FULFILLED,45000.0,9450.0,1200.0,55650.0
2466,20241125,1,,801,1716,FULFILLED,29400.0,6174.0,900.0,36474.0
2467,20250122,2,3.0,89,3,PAID,60480.0,12700.8,0.0,73180.8
2468,20250725,2,1.0,436,1,FULFILLED,19440.0,4082.4,0.0,23522.4
2469,20250927,1,,281,94,FULFILLED,34200.0,7182.0,900.0,42282.0
2470,20240729,1,,593,774,FULFILLED,126031.5,26466.62,0.0,152498.12
2471,20240628,2,2.0,996,2,FULFILLED,40500.0,8505.0,0.0,49005.0
2472,20250727,1,,205,1815,FULFILLED,11970.0,2513.7,1200.0,15683.7
2473,20240109,1,,520,2323,FULFILLED,40500.0,8505.0,1200.0,50205.0
2474,20250823,1,,12,102,PAID,11400.0,2394.0,1200.0,14994.0
2475,20241014,1,,126,1303,FULFILLED,46305.0,9724.05,1200.0,57229.05
2476,20240623,2,1.0,826,1,PAID,44887.5,9426.38,0.0,54313.88
2477,20250326,1,,1062,2020,FULFILLED,11400.0,2394.0,1500.0,15294.0
2478,20240119,2,3.0,382,3,CREATED,31320.0,6577.2,0.0,37897.2
2479,20240418,1,,668,2526,CREATED,10260.0,2154.6,900.0,13314.6
2480,20250116,1,,1049,2540,FULFILLED,63450.0,13324.5,1200.0,77974.5
2481,20240705,1,,1479,2849,FULFILLED,12000.0,2520.0,1500.0,16020.0
2482,20250924,2,1.0,586,1,FULFILLED,12936.0,2716.56,0.0,15652.56
2483,20250120,1,,983,2027,FULFILLED,32400.0,6804.0,1200.0,40404.0
2484,20240621,1,,921,1,FULFILLED,24000.0,5040.0,1200.0,30240.0
2485,20240928,1,,837,579,FULFILLED,45000.0,9450.0,1200.0,55650.0
2486,20250906,2,4.0,1404,4,FULFILLED,41400.0,8694.0,0.0,50094.0
2487,20241122,2,4.0,605,4,CANCELLED,34200.0,7182.0,0.0,41382.0
2488,20240405,1,,836,1525,FULFILLED,36000.0,7560.0,1200.0,44760.0
2489,20250506,1,,30,138,FULFILLED,30000.0,6300.0,0.0,36300.0
2490,20240725,1,,1358,1719,PAID,9720.0,2041.2,1500.0,13261.2
2491,20241019,1,,569,2913,FULFILLED,13500.0,2835.0,900.0,17235.0
2492,20240903,2,1.0,459,1,FULFILLED,12348.0,2593.08,0.0,14941.08
2493,20250816,1,,870,848,FULFILLED,31752.0,6667.92,1500.0,39919.92
2494,20240825,1,,1123,1239,CANCELLED,15750.0,3307.5,900.0,19957.5
2495,20250107,2,3.0,146,3,PAID,30780.0,6463.8,0.0,37243.8
2496,20240306,2,1.0,826,1,FULFILLED,54600.0,11466.0,0.0,66066.0
2497,20240131,1,,1228,13,PAID,10260.0,2154.6,1200.0,13614.6
2498,20240416,1,,495,1596,FULFILLED,47250.0,9922.5,900.0,58072.5
2499,20240506,2,1.0,1159,1,FULFILLED,45000.0,9450.0,0.0,54450.0
2500,20250612,1,,1344,1759,FULFILLED,10800.0,2268.0,1200.0,14268.0
2501,20240926,1,,847,1824,PAID,21600.0,4536.0,900.0,27036.0
2502,20240926,1,,690,289,PAID,25872.0,5433.12,0.0,31305.12
2503,20250613,1,,985,2035,FULFILLED,14700.0,3087.0,1200.0,18987.0
2504,20250315,2,2.0,1413,2,PAID,28350.0,5953.5,0.0,34303.5
2505,20240406,2,3.0,1280,3,FULFILLED,14175.0,2976.75,0.0,17151.75
2506,20250319,1,,1130,3196,FULFILLED,131850.0,27688.5,900.0,160438.5
2507,20250702,1,,247,3091,FULFILLED,29160.0,6123.6,1200.0,36483.6
2508,20250831,2,1.0,666,1,FULFILLED,11400.0,2394.0,0.0,13794.0
2509,20240804,1,,995,1395,FULFILLED,63630.0,13362.3,900.0,77892.3
2510,20250429,1,,1081,794,CANCELLED,24000.0,5040.0,0.0,29040.0
2511,20241015,1,,723,1777,FULFILLED,11400.0,2394.0,900.0,14694.0
2512,20240319,2,1.0,1284,1,PAID,11760.0,2469.6,0.0,14229.6
2513,20241216,2,4.0,1372,4,FULFILLED,42750.0,8977.5,0.0,51727.5
2514,20241029,1,,397,1948,FULFILLED,10800.0,2268.0,1500.0,14568.0
2515,20240711,1,,508,1168,PAID,47250.0,9922.5,0.0,57172.5
2516,20250526,2,1.0,1212,1,FULFILLED,36000.0,7560.0,0.0,43560.0
2517,20240228,1,,765,2221,PAID,21600.0,4536.0,1500.0,27636.0
2518,20250215,1,,444,2213,FULFILLED,25872.0,5433.12,0.0,31305.12
2519,20240819,1,,798,2138,FULFILLED,11760.0,2469.6,1200.0,15429.6
2520,20240804,2,2.0,1380,2,FULFILLED,12000.0,2520.0,0.0,14520.0
2521,20240624,1,,260,153,PAID,39600.0,8316.0,1200.0,49116.0
2522,20250716,1,,25,2426,FULFILLED,45000.0,9450.0,900.0,55350.0
2523,20250711,2,2.0,1301,2,FULFILLED,13500.0,2835.0,0.0,16335.0
2524,20240411,2,4.0,600,4,FULFILLED,30870.0,6482.7,0.0,37352.7
2525,20240229,1,,678,2327,FULFILLED,70537.5,14812.88,900.0,86250.38
2526,20250730,1,,1500,2014,PAID,79380.0,16669.8,1200.0,97249.8
2527,20250403,1,,1414,2734,FULFILLED,29700.0,6237.0,900.0,36837.0
2528,20250615,1,,490,1366,FULFILLED,26722.5,5611.72,900.0,33234.22
2529,20250329,1,,932,1437,FULFILLED,29160.0,6123.6,900.0,36183.6
2530,20240216,2,1.0,812,1,FULFILLED,67380.0,14149.8,0.0,81529.8
2531,20240908,1,,1160,982,FULFILLED,23940.0,5027.4,900.0,29867.4
2532,20250107,1,,290,2764,PAID,21168.0,4445.28,1200.0,26813.28
2533,20250613,1,,891,1956,FULFILLED,14175.0,2976.75,1200.0,18351.75
2534,20240609,1,,870,2098,FULFILLED,34020.0,7144.2,900.0,42064.2
2535,20240109,2,2.0,991,2,FULFILLED,24360.0,5115.6,0.0,29475.6
2536,20240430,1,,793,2704,FULFILLED,42552.0,8935.92,1500.0,52987.92
2537,20240617,1,,741,419,PAID,12825.0,2693.25,900.0,16418.25
2538,20250502,1,,229,2691,FULFILLED,23520.0,4939.2,900.0,29359.2
2539,20240207,2,2.0,177,2,CANCELLED,23940.0,5027.4,0.0,28967.4
2540,20240310,1,,706,45,FULFILLED,14850.0,3118.5,1200.0,19168.5
2541,20240305,1,,665,2388,FULFILLED,39084.0,8207.64,900.0,48191.64
2542,20241228,2,2.0,510,2,REFUNDED,32400.0,6804.0,0.0,39204.0
2543,20240914,1,,1172,927,FULFILLED,21600.0,4536.0,0.0,26136.0
2544,20241121,2,2.0,392,2,FULFILLED,45000.0,9450.0,0.0,54450.0
2545,20250522,1,,163,2639,FULFILLED,12000.0,2520.0,1200.0,15720.0
2546,20250113,1,,918,851,FULFILLED,24300.0,5103.0,0.0,29403.0
2547,20240209,2,2.0,788,2,PAID,23550.0,4945.5,0.0,28495.5
2548,20240719,1,,1008,1553,FULFILLED,28500.0,5985.0,1200.0,35685.0
2549,20250912,1,,157,2495,FULFILLED,65430.0,13740.3,900.0,80070.3
2550,20240505,1,,1387,1038,FULFILLED,51030.0,10716.3,1200.0,62946.3
2551,20250709,1,,448,1284,CANCELLED,38808.0,8149.68,900.0,47857.68
2552,20240727,1,,180,971,FULFILLED,12348.0,2593.08,1200.0,16141.08
2553,20240918,1,,988,2243,FULFILLED,14962.5,3142.12,900.0,19004.62
2554,20250918,1,,1133,1758,FULFILLED,35280.0,7408.8,1200.0,43888.8
2555,20240706,1,,441,1660,FULFILLED,40500.0,8505.0,1200.0,50205.0
2556,20240803,1,,44,104,FULFILLED,21600.0,4536.0,1200.0,27336.0
2557,20250521,1,,194,870,PAID,9720.0,2041.2,0.0,11761.2
2558,20240513,1,,622,2814,FULFILLED,53475.0,11229.75,1200.0,65904.75
2559,20250218,1,,81,620,FULFILLED,34020.0,7144.2,900.0,42064.2
2560,20250825,1,,525,542,CREATED,24696.0,5186.16,1200.0,31082.16
2561,20250503,2,2.0,204,2,FULFILLED,45000.0,9450.0,0.0,54450.0
2562,20241201,2,2.0,1393,2,FULFILLED,27000.0,5670.0,0.0,32670.0
2563,20240621,1,,1057,3025,FULFILLED,34020.0,7144.2,1500.0,42664.2
2564,20241219,1,,310,2903,FULFILLED,105735.0,22204.35,1200.0,129139.35
2565,20240116,1,,358,2650,FULFILLED,35640.0,7484.4,1500.0,44624.4
2566,20240711,1,,1271,2331,FULFILLED,47520.0,9979.2,900.0,58399.2
2567,20250517,1,,1158,1563,FULFILLED,24300.0,5103.0,900.0,30303.0
2568,20250703,2,4.0,492,4,PAID,29400.0,6174.0,0.0,35574.0
2569,20250122,1,,1207,2890,FULFILLED,22800.0,4788.0,900.0,28488.0
2570,20250509,2,3.0,1015,3,FULFILLED,12600.0,2646.0,0.0,15246.0
2571,20241218,2,2.0,698,2,FULFILLED,47040.0,9878.4,0.0,56918.4
2572,20250210,2,4.0,860,4,FULFILLED,37272.0,7827.12,0.0,45099.12
2573,20250103,1,,1258,2191,FULFILLED,57915.0,12162.15,900.0,70977.15
2574,20241118,1,,1032,1100,FULFILLED,42750.0,8977.5,1200.0,52927.5
2575,20250914,1,,26,1110,FULFILLED,23520.0,4939.2,1200.0,29659.2
2576,20240727,1,,268,1514,FULFILLED,66600.0,13986.0,900.0,81486.0
2577,20240503,1,,1242,367,FULFILLED,34020.0,7144.2,1200.0,42364.2
2578,20240406,1,,393,256,PAID,60000.0,12600.0,0.0,72600.0
2579,20240911,2,4.0,99,4,CREATED,10800.0,2268.0,0.0,13068.0
2580,20250921,1,,518,2453,FULFILLED,24300.0,5103.0,0.0,29403.0
2581,20240906,1,,420,350,FULFILLED,57168.0,12005.28,1500.0,70673.28
2582,20240303,2,3.0,323,3,FULFILLED,37380.0,7849.8,0.0,45229.8
2583,20240223,1,,1359,2510,FULFILLED,50460.0,10596.6,900.0,61956.6
2584,20250131,1,,988,1544,FULFILLED,45600.0,9576.0,900.0,56076.0
2585,20250207,2,3.0,687,3,FULFILLED,13500.0,2835.0,0.0,16335.0
2586,20240624,1,,395,197,CANCELLED,24000.0,5040.0,1200.0,30240.0
2587,20241220,2,3.0,35,3,FULFILLED,26400.0,5544.0,0.0,31944.0
2588,20250304,2,2.0,264,2,FULFILLED,73800.0,15498.0,0.0,89298.0
2589,20241013,1,,1085,3157,FULFILLED,21600.0,4536.0,900.0,27036.0
2590,20241112,1,,1023,261,FULFILLED,40500.0,8505.0,900.0,49905.0
2591,20250209,1,,789,900,CANCELLED,82500.0,17325.0,900.0,100725.0
2592,20250720,2,2.0,524,2,FULFILLED,68400.0,14364.0,0.0,82764.0
2593,20240615,1,,189,2593,PAID,45540.0,9563.4,0.0,55103.4
2594,20250524,2,4.0,806,4,CANCELLED,49500.0,10395.0,0.0,59895.0
2595,20240924,1,,1241,2779,FULFILLED,45000.0,9450.0,1500.0,55950.0
2596,20240208,1,,1210,436,FULFILLED,27000.0,5670.0,1200.0,33870.0
2597,20250626,1,,1034,1676,CANCELLED,39450.0,8284.5,1500.0,49234.5
2598,20250622,2,1.0,653,1,CANCELLED,28500.0,5985.0,0.0,34485.0
2599,20240420,2,1.0,662,1,FULFILLED,12000.0,2520.0,0.0,14520.0
2600,20241007,2,3.0,726,3,PAID,30000.0,6300.0,0.0,36300.0
2601,20250216,1,,1306,347,FULFILLED,46305.0,9724.05,0.0,56029.05
2602,20240525,2,3.0,1383,3,CANCELLED,65700.0,13797.0,0.0,79497.0
2603,20250730,1,,489,425,CANCELLED,14250.0,2992.5,900.0,18142.5
2604,20250705,1,,1476,1072,FULFILLED,75150.0,15781.5,900.0,91831.5
2605,20240524,2,3.0,90,3,FULFILLED,22800.0,4788.0,0.0,27588.0
2606,20240118,1,,938,18,FULFILLED,30000.0,6300.0,1200.0,37500.0
2607,20240115,1,,1239,146,FULFILLED,13200.0,2772.0,900.0,16872.0
2608,20240804,2,4.0,594,4,FULFILLED,29400.0,6174.0,0.0,35574.0
2609,20240617,2,4.0,1277,4,FULFILLED,35640.0,7484.4,0.0,43124.4
2610,20250821,1,,1386,503,FULFILLED,34200.0,7182.0,1500.0,42882.0
2611,20241105,1,,88,1212,FULFILLED,21600.0,4536.0,1500.0,27636.0
2612,20241029,1,,1274,440,PAID,109008.0,22891.68,1500.0,133399.68
2613,20250718,2,2.0,1083,2,FULFILLED,23520.0,4939.2,0.0,28459.2
2614,20240816,1,,405,105,FULFILLED,10800.0,2268.0,1200.0,14268.0
2615,20250217,2,1.0,1206,1,PAID,36348.0,7633.08,0.0,43981.08
2616,20240925,1,,427,991,FULFILLED,34200.0,7182.0,0.0,41382.0
2617,20250915,1,,1230,2873,FULFILLED,54000.0,11340.0,900.0,66240.0
2618,20250519,2,3.0,119,3,FULFILLED,54900.0,11529.0,0.0,66429.0
2619,20240619,1,,1305,3100,FULFILLED,24000.0,5040.0,1500.0,30540.0
2620,20250918,2,3.0,1274,3,FULFILLED,10260.0,2154.6,0.0,12414.6
2621,20240321,1,,77,2591,CANCELLED,29700.0,6237.0,900.0,36837.0
2622,20250411,1,,136,2293,FULFILLED,27048.0,5680.08,900.0,33628.08
2623,20240315,2,2.0,782,2,FULFILLED,38475.0,8079.75,0.0,46554.75
2624,20240718,1,,293,2170,FULFILLED,38808.0,8149.68,1500.0,48457.68
2625,20241104,2,3.0,481,3,PAID,32400.0,6804.0,0.0,39204.0
2626,20250202,1,,593,903,FULFILLED,13200.0,2772.0,1200.0,17172.0
2627,20240521,1,,617,913,FULFILLED,69000.0,14490.0,900.0,84390.0
2628,20241106,2,1.0,1021,1,FULFILLED,30000.0,6300.0,0.0,36300.0
2629,20240411,2,2.0,382,2,FULFILLED,35640.0,7484.4,0.0,43124.4
2630,20241101,2,4.0,1356,4,FULFILLED,13200.0,2772.0,0.0,15972.0
2631,20250512,1,,464,55,FULFILLED,47100.0,9891.0,1200.0,58191.0
2632,20240127,1,,618,1397,FULFILLED,31350.0,6583.5,1500.0,39433.5
2633,20241022,2,3.0,950,3,FULFILLED,47340.0,9941.4,0.0,57281.4
2634,20240607,2,1.0,1371,1,FULFILLED,35280.0,7408.8,0.0,42688.8
2635,20240222,2,2.0,1007,2,FULFILLED,52260.0,10974.6,0.0,63234.6
2636,20250424,1,,48,845,FULFILLED,38808.0,8149.68,0.0,46957.68
2637,20241209,2,2.0,1231,2,PAID,45000.0,9450.0,0.0,54450.0
2638,20240628,2,2.0,1143,2,CREATED,54000.0,11340.0,0.0,65340.0
2639,20250227,2,3.0,1374,3,FULFILLED,21600.0,4536.0,0.0,26136.0
2640,20241109,1,,1014,2787,FULFILLED,42525.0,8930.25,1200.0,52655.25
2641,20241209,1,,1161,2384,PAID,11400.0,2394.0,1500.0,15294.0
2642,20240603,1,,423,310,FULFILLED,32400.0,6804.0,900.0,40104.0
2643,20240110,1,,52,1047,FULFILLED,31500.0,6615.0,1500.0,39615.0
2644,20250727,1,,1112,1065,FULFILLED,35868.0,7532.28,1200.0,44600.28
2645,20240901,1,,1046,450,FULFILLED,29400.0,6174.0,900.0,36474.0
2646,20241226,2,3.0,555,3,FULFILLED,79380.0,16669.8,0.0,96049.8
2647,20250222,1,,24,3173,FULFILLED,28500.0,5985.0,900.0,35385.0
2648,20240511,2,2.0,506,2,FULFILLED,22800.0,4788.0,0.0,27588.0
2649,20241202,1,,1211,74,PAID,33384.0,7010.64,1500.0,41894.64
2650,20240717,1,,859,2355,FULFILLED,47100.0,9891.0,900.0,57891.0
2651,20241110,1,,1376,882,FULFILLED,12150.0,2551.5,1200.0,15901.5
2652,20250604,2,1.0,83,1,FULFILLED,63420.0,13318.2,0.0,76738.2
2653,20250830,1,,284,1706,FULFILLED,32400.0,6804.0,1500.0,40704.0
2654,20250202,2,1.0,517,1,PAID,11400.0,2394.0,0.0,13794.0
2655,20240406,2,1.0,521,1,FULFILLED,42750.0,8977.5,0.0,51727.5
2656,20240126,1,,585,1233,FULFILLED,66900.0,14049.0,900.0,81849.0
2657,20240812,2,3.0,282,3,FULFILLED,44100.0,9261.0,0.0,53361.0
2658,20250509,2,1.0,1234,1,FULFILLED,25080.0,5266.8,0.0,30346.8
2659,20240602,2,4.0,1350,4,FULFILLED,84780.0,17803.8,0.0,102583.8
2660,20250504,1,,31,45,PAID,79830.0,16764.3,1200.0,97794.3
2661,20241224,1,,1356,31,CREATED,27000.0,5670.0,900.0,33570.0
2662,20250314,1,,1392,1999,FULFILLED,21168.0,4445.28,900.0,26513.28
2663,20250419,2,4.0,702,4,FULFILLED,26460.0,5556.6,0.0,32016.6
2664,20240121,1,,1414,1536,PAID,12000.0,2520.0,1200.0,15720.0
2665,20240722,1,,216,1566,PAID,28350.0,5953.5,900.0,35203.5
2666,20250224,1,,87,781,PAID,14850.0,3118.5,0.0,17968.5
2667,20240803,2,2.0,173,2,FULFILLED,30000.0,6300.0,0.0,36300.0
2668,20240202,2,2.0,767,2,FULFILLED,13230.0,2778.3,0.0,16008.3
2669,20250927,1,,49,2812,FULFILLED,77250.0,16222.5,1200.0,94672.5
2670,20250103,1,,706,2407,FULFILLED,49500.0,10395.0,1200.0,61095.0
2671,20241215,1,,1456,1944,CANCELLED,39300.0,8253.0,900.0,48453.0
2672,20250918,2,1.0,87,1,CANCELLED,21168.0,4445.28,0.0,25613.28
2673,20250303,2,3.0,1066,3,PAID,30780.0,6463.8,0.0,37243.8
2674,20240504,2,3.0,1398,3,FULFILLED,10800.0,2268.0,0.0,13068.0
2675,20240911,1,,544,1899,REFUNDED,65400.0,13734.0,0.0,79134.0
2676,20240511,1,,135,632,FULFILLED,28500.0,5985.0,900.0,35385.0
2677,20250106,1,,806,384,FULFILLED,29400.0,6174.0,1200.0,36774.0
2678,20250504,1,,1230,1660,FULFILLED,35400.0,7434.0,900.0,43734.0
2679,20240305,1,,995,318,FULFILLED,66060.0,13872.6,0.0,79932.6
2680,20250427,2,1.0,629,1,FULFILLED,35280.0,7408.8,0.0,42688.8
2681,20240630,1,,1312,1893,FULFILLED,14250.0,2992.5,900.0,18142.5
2682,20250201,1,,1339,2903,FULFILLED,39000.0,8190.0,900.0,48090.0
2683,20241122,2,3.0,1172,3,FULFILLED,14962.5,3142.12,0.0,18104.62
2684,20240113,2,3.0,1064,3,FULFILLED,10800.0,2268.0,0.0,13068.0
2685,20250805,2,2.0,913,2,CANCELLED,13500.0,2835.0,0.0,16335.0
2686,20250704,1,,295,1179,FULFILLED,45000.0,9450.0,0.0,54450.0
2687,20241025,1,,461,2431,CANCELLED,44100.0,9261.0,0.0,53361.0
2688,20250627,1,,326,2606,REFUNDED,85980.0,18055.8,900.0,104935.8
2689,20240403,1,,971,2904,FULFILLED,62340.0,13091.4,1200.0,76631.4
2690,20240617,2,4.0,70,4,REFUNDED,32340.0,6791.4,0.0,39131.4
2691,20240303,1,,415,113,FULFILLED,14250.0,2992.5,0.0,17242.5
2692,20240305,2,3.0,292,3,FULFILLED,14250.0,2992.5,0.0,17242.5
2693,20250917,1,,717,518,FULFILLED,47040.0,9878.4,900.0,57818.4
2694,20250831,1,,904,2542,PAID,68520.0,14389.2,1200.0,84109.2
2695,20250921,1,,437,3041,CANCELLED,67410.0,14156.1,900.0,82466.1
2696,20250821,2,3.0,1396,3,FULFILLED,25650.0,5386.5,0.0,31036.5
2697,20250607,1,,393,1081,FULFILLED,30000.0,6300.0,900.0,37200.0
2698,20250923,1,,1289,3023,CANCELLED,70650.0,14836.5,900.0,86386.5
2699,20240704,2,3.0,394,3,FULFILLED,10800.0,2268.0,0.0,13068.0
2700,20241208,2,2.0,1413,2,FULFILLED,58800.0,12348.0,0.0,71148.0
2701,20240817,2,1.0,1157,1,FULFILLED,46200.0,9702.0,0.0,55902.0
2702,20250912,1,,1308,1048,FULFILLED,63180.0,13267.8,1200.0,77647.8
2703,20241008,1,,628,560,FULFILLED,10260.0,2154.6,900.0,13314.6
2704,20241207,1,,317,1202,FULFILLED,44887.5,9426.38,1200.0,55513.88
2705,20240708,2,1.0,55,1,FULFILLED,48510.0,10187.1,0.0,58697.1
2706,20250720,2,1.0,339,1,PAID,42660.0,8958.6,0.0,51618.6
2707,20241220,1,,1277,843,FULFILLED,40020.0,8404.2,1200.0,49624.2
2708,20240404,1,,823,2717,FULFILLED,35280.0,7408.8,900.0,43588.8
2709,20240317,1,,272,3103,FULFILLED,36000.0,7560.0,0.0,43560.0
2710,20240704,1,,1147,1075,REFUNDED,49920.0,10483.2,900.0,61303.2
2711,20250109,2,1.0,594,1,FULFILLED,21600.0,4536.0,0.0,26136.0
2712,20241216,1,,639,2786,FULFILLED,23760.0,4989.6,900.0,29649.6
2713,20250906,1,,172,2712,FULFILLED,15435.0,3241.35,0.0,18676.35
2714,20250831,1,,1182,263,PAID,15750.0,3307.5,0.0,19057.5
2715,20250203,1,,35,1984,FULFILLED,16500.0,3465.0,1200.0,21165.0
2716,20240216,2,1.0,572,1,FULFILLED,35775.0,7512.75,0.0,43287.75
2717,20250125,1,,816,1934,FULFILLED,34920.0,7333.2,1500.0,43753.2
2718,20240610,1,,359,1859,FULFILLED,56100.0,11781.0,0.0,67881.0
2719,20250522,1,,272,2022,FULFILLED,43110.0,9053.1,0.0,52163.1
2720,20250622,2,4.0,402,4,FULFILLED,10584.0,2222.64,0.0,12806.64
2721,20240323,1,,1137,2260,CANCELLED,22680.0,4762.8,0.0,27442.8
2722,20240614,2,3.0,1267,3,REFUNDED,87900.0,18459.0,0.0,106359.0
2723,20241116,1,,603,358,PAID,36000.0,7560.0,1200.0,44760.0
2724,20240915,2,4.0,606,4,FULFILLED,21600.0,4536.0,0.0,26136.0
2725,20241214,1,,1268,2501,REFUNDED,30000.0,6300.0,1200.0,37500.0
2726,20250816,1,,1393,829,FULFILLED,12600.0,2646.0,0.0,15246.0
2727,20250710,1,,1486,3037,CANCELLED,48510.0,10187.1,0.0,58697.1
2728,20250413,1,,1453,2136,CANCELLED,13500.0,2835.0,0.0,16335.0
2729,20241123,1,,1352,2763,FULFILLED,22800.0,4788.0,900.0,28488.0
2730,20240403,2,1.0,1357,1,PAID,34200.0,7182.0,0.0,41382.0
2731,20250120,2,1.0,725,1,REFUNDED,11400.0,2394.0,0.0,13794.0
2732,20250909,2,3.0,260,3,FULFILLED,32340.0,6791.4,0.0,39131.4
2733,20250202,2,3.0,378,3,FULFILLED,63000.0,13230.0,0.0,76230.0
2734,20250117,1,,1425,2512,FULFILLED,82740.0,17375.4,1200.0,101315.4
2735,20240706,1,,85,1308,FULFILLED,80550.0,16915.5,0.0,97465.5
2736,20250909,2,3.0,1313,3,FULFILLED,44550.0,9355.5,0.0,53905.5
2737,20250118,2,4.0,704,4,FULFILLED,57600.0,12096.0,0.0,69696.0
2738,20241014,2,2.0,1133,2,FULFILLED,42120.0,8845.2,0.0,50965.2
2739,20250223,1,,176,252,FULFILLED,68625.0,14411.25,0.0,83036.25
