shipment_sk,shipped_date_id,shipped_at_time,delivered_date_id,delivered_at_time,customer_sk,channel_sk,store_sk,location_sk,carrier,tracking_number
3009,20240923,14:16:39,20240928,14:16:39,28,1,,263,Correo Argentino,TRK-GH5HV9A8NB
3010,20250811,01:41:29,20250814,01:41:29,1342,1,,1674,Correo Argentino,TRK-PNE3PZQBHK
3011,20240314,23:15:21,20240318,23:15:21,1270,1,,1338,Correo Argentino,TRK-RM0QWDN8FL
3012,20250207,07:30:02,20250212,07:30:02,346,1,,860,Correo Argentino,TRK-Q5I2JCGO0J
3013,20240102,03:10:04,20240103,03:10:04,104,2,4.0,4,PICKUP,
3014,20250227,23:02:09,20250301,23:02:09,607,1,,1238,Correo Argentino,TRK-PWLO1YUGYI
3015,20240510,06:17:39,20240511,06:17:39,1375,2,4.0,4,PICKUP,
3016,20250425,10:12:04,20250426,10:12:04,1056,2,2.0,2,PICKUP,
3017,20241218,12:24:12,20241223,12:24:12,194,1,,2609,Correo Argentino,TRK-VF1YAUKQOW
3018,20250315,22:04:59,20250320,22:04:59,1197,1,,2492,Correo Argentino,TRK-I4YH0K823P
3019,20240212,02:47:26,20240216,02:47:26,860,1,,1118,Correo Argentino,TRK-UBIZIBU9RR
3020,20240215,07:50:47,20240222,07:50:47,267,1,,2710,Correo Argentino,TRK-CWL5S34CT5
3021,,,,,231,2,2.0,2,PICKUP,
3022,20250622,23:51:06,20250627,23:51:06,1025,1,,2212,Correo Argentino,TRK-MSQW7U6FE7
3023,,,,,103,1,,2960,Correo Argentino,
3024,,,,,704,2,1.0,1,PICKUP,
3025,20240102,10:33:55,20240107,10:33:55,785,1,,695,Correo Argentino,TRK-QFU8LSZ8PU
3026,20250417,09:59:56,20250420,09:59:56,1054,1,,2620,Correo Argentino,TRK-20TWHC9HS8
3027,20250126,14:15:47,20250127,14:15:47,800,2,2.0,2,PICKUP,
3028,20240420,05:07:21,20240422,05:07:21,1266,1,,283,Correo Argentino,TRK-MP78KNQCLD
3029,20240421,02:16:42,20240426,02:16:42,1387,1,,2966,Correo Argentino,TRK-US6Y0VF30E
3030,20250425,00:52:21,20250426,00:52:21,1223,2,2.0,2,PICKUP,
3031,20250601,21:45:59,20250603,21:45:59,663,1,,1820,Correo Argentino,TRK-6UXYVYYB17
3032,20241212,11:39:24,20241216,11:39:24,161,1,,2464,Correo Argentino,TRK-4DJS112O7S
3033,20241026,12:27:03,20241027,12:27:03,493,2,4.0,4,PICKUP,
3034,20240510,09:21:23,20240515,09:21:23,1099,1,,2838,Correo Argentino,TRK-7TZ42MHG9Z
3035,20240802,16:25:17,20240807,16:25:17,1196,1,,2166,Correo Argentino,TRK-2LTCM77X93
3036,20241204,07:58:43,20241205,07:58:43,1497,2,4.0,4,PICKUP,
3037,20250624,22:20:34,20250627,22:20:34,408,1,,3190,Correo Argentino,TRK-TCRH178DLJ
3038,20250519,18:31:34,20250520,18:31:34,61,2,1.0,1,PICKUP,
3039,20250323,21:24:41,20250328,21:24:41,1447,1,,864,Correo Argentino,TRK-UKGDWNSK7D
3040,20250523,14:59:43,20250524,14:59:43,514,2,2.0,2,PICKUP,
3041,20250630,02:18:15,20250703,02:18:15,93,1,,2202,Correo Argentino,TRK-SAGNZ2FT1M
3042,20240626,00:12:58,20240627,00:12:58,817,2,3.0,3,PICKUP,
3043,20240227,19:23:11,20240228,19:23:11,1085,2,4.0,4,PICKUP,
3044,20250624,00:48:12,20250625,00:48:12,176,2,2.0,2,PICKUP,
3045,20241211,22:14:57,20241216,22:14:57,1177,1,,527,Correo Argentino,TRK-V9BHXIXPS3
3046,20241002,12:07:41,20241006,12:07:41,1253,1,,3083,Correo Argentino,TRK-01UE3GBX71
3047,20240101,04:38:02,20240102,04:38:02,209,2,4.0,4,PICKUP,
3048,20241024,10:59:07,20241025,10:59:07,817,2,3.0,3,PICKUP,
3049,20241105,00:39:06,20241106,00:39:06,881,2,4.0,4,PICKUP,
3050,20240822,22:09:21,20240823,22:09:21,177,2,1.0,1,PICKUP,
3051,20250825,10:25:05,20250830,10:25:05,226,1,,773,Correo Argentino,TRK-IH2DOCDAPE
3052,20250828,13:36:55,20250829,13:36:55,265,2,1.0,1,PICKUP,
3053,20250707,17:49:13,20250711,17:49:13,286,1,,738,Correo Argentino,TRK-U7UKTIZFVG
3054,20250916,10:48:16,20250919,10:48:16,652,1,,861,Correo Argentino,TRK-GLI1YNTNUT
3055,20241209,07:00:22,20241210,07:00:22,558,2,4.0,4,PICKUP,
3056,20240915,21:19:25,20240920,21:19:25,1009,1,,2103,Correo Argentino,TRK-HS9CKHZSJD
3057,20250409,07:29:44,20250412,07:29:44,639,1,,1156,Correo Argentino,TRK-FH9Z2FVEXY
3058,20250217,22:59:27,20250223,22:59:27,209,1,,1992,Correo Argentino,TRK-AZ99C73QWD
3059,20240214,04:52:13,20240217,04:52:13,55,1,,836,Correo Argentino,TRK-1VHJMVTAAO
3060,20240822,19:42:10,20240823,19:42:10,1428,2,3.0,3,PICKUP,
3061,20250906,07:02:15,20250907,07:02:15,726,2,1.0,1,PICKUP,
3062,20240212,08:38:19,20240213,08:38:19,586,2,3.0,3,PICKUP,
3063,20250409,06:04:43,20250414,06:04:43,1447,1,,1078,Correo Argentino,TRK-047YOEF4K2
3064,20240125,23:33:54,20240129,23:33:54,447,1,,1390,Correo Argentino,TRK-U3OA8ZM5YK
3065,20250905,15:14:54,20250910,15:14:54,940,1,,2739,Correo Argentino,TRK-ED4W78W9VP
3066,20240214,03:35:22,20240215,03:35:22,26,2,2.0,2,PICKUP,
3067,20240402,23:18:58,20240403,23:18:58,973,2,1.0,1,PICKUP,
3068,20250329,08:53:43,20250402,08:53:43,975,1,,1117,Correo Argentino,TRK-FUYN8GV9BF
3069,20240415,13:40:37,20240416,13:40:37,203,2,1.0,1,PICKUP,
3070,20250219,17:31:43,20250224,17:31:43,481,1,,1411,Correo Argentino,TRK-C9ZVVC1CHY
3071,20240830,18:31:11,20240831,18:31:11,1372,2,1.0,1,PICKUP,
3072,20240820,10:21:58,20240822,10:21:58,667,1,,2970,Correo Argentino,TRK-JW6PYE20BR
3073,20240212,14:18:58,20240213,14:18:58,1312,2,3.0,3,PICKUP,
3074,20240803,10:29:28,20240804,10:29:28,1493,2,4.0,4,PICKUP,
3075,,,,,702,2,2.0,2,PICKUP,
3076,20240606,21:19:53,20240611,21:19:53,582,1,,2091,Correo Argentino,TRK-QPFIO1E1G8
3077,20240705,22:39:58,20240707,22:39:58,584,1,,2138,Correo Argentino,TRK-CEOAZN7EVR
3078,20240916,03:55:04,20240919,03:55:04,904,1,,1431,Correo Argentino,TRK-QGK6NR1ZGM
3079,20250605,18:18:39,20250610,18:18:39,342,1,,2619,Correo Argentino,TRK-KN69PVDA72
3080,20240919,03:22:04,20240920,03:22:04,680,2,4.0,4,PICKUP,
3081,20250223,04:28:41,20250226,04:28:41,709,1,,149,Correo Argentino,TRK-N7MARL9B6I
3082,20250501,03:37:47,20250508,03:37:47,521,1,,1780,Correo Argentino,TRK-7VB5UG46G5
3083,20241013,10:02:42,20241014,10:02:42,289,2,2.0,2,PICKUP,
3084,20241029,00:35:34,20241031,00:35:34,293,1,,2571,Correo Argentino,TRK-9PG8BHTQ00
3085,20250113,11:20:34,20250114,11:20:34,288,2,2.0,2,PICKUP,
3086,20250815,18:28:15,20250816,18:28:15,1449,2,1.0,1,PICKUP,
3087,20250920,04:14:48,20250922,04:14:48,1177,1,,1066,Correo Argentino,TRK-GQL4OT8B7U
3088,20250310,02:27:20,20250313,02:27:20,423,1,,722,Correo Argentino,TRK-QY6X5PVP4X
3089,20250901,13:13:42,20250902,13:13:42,1399,2,2.0,2,PICKUP,
3090,,,,,1151,1,,1309,Correo Argentino,
3091,20240316,00:42:37,20240321,00:42:37,1139,1,,1781,Correo Argentino,TRK-RGV53AOKD3
3092,20240716,19:47:43,20240721,19:47:43,1261,1,,325,Correo Argentino,TRK-72HG8LRURW
3093,20240804,00:19:24,20240808,00:19:24,739,1,,3157,Correo Argentino,TRK-C31JU8SZFW
3094,20240316,14:18:28,20240321,14:18:28,98,1,,2424,Correo Argentino,TRK-E3HKYIRKKB
3095,20240827,13:16:29,20240830,13:16:29,1228,1,,252,Correo Argentino,TRK-B8O0XUL3XM
3096,20250725,17:28:38,20250726,17:28:38,206,2,1.0,1,PICKUP,
3097,20250420,11:38:39,20250425,11:38:39,1235,1,,1642,Correo Argentino,TRK-LIBLP1E6K6
3098,20240905,22:16:56,20240906,22:16:56,1353,2,2.0,2,PICKUP,
3099,20250302,10:47:21,20250304,10:47:21,154,1,,2388,Correo Argentino,TRK-BFASVEFQ1T
3100,20250125,20:42:50,20250128,20:42:50,754,1,,1609,Correo Argentino,TRK-2NUY50G4LJ
3101,20250323,19:05:20,20250326,19:05:20,368,1,,1696,Correo Argentino,TRK-PM9NYUJ1ML
3102,20240410,07:01:11,20240411,07:01:11,1133,2,2.0,2,PICKUP,
3103,20240610,03:54:53,20240612,03:54:53,1247,1,,720,Correo Argentino,TRK-J29CWOJ9B9
3104,20250910,17:47:19,20250911,17:47:19,1358,2,3.0,3,PICKUP,
3105,20240831,17:11:17,20240904,17:11:17,1321,1,,1604,Correo Argentino,TRK-F4A2BJO082
3106,20250116,02:43:54,20250117,02:43:54,201,2,4.0,4,PICKUP,
3107,20240820,09:00:57,20240821,09:00:57,603,2,2.0,2,PICKUP,
3108,20250720,09:42:10,20250721,09:42:10,813,2,4.0,4,PICKUP,
3109,20240629,11:59:47,20240630,11:59:47,574,2,1.0,1,PICKUP,
3110,20240812,00:35:34,20240813,00:35:34,1165,2,1.0,1,PICKUP,
3111,20240717,22:20:50,20240719,22:20:50,413,1,,820,Correo Argentino,TRK-8VPBDY20LW
3112,20240608,02:50:38,20240610,02:50:38,212,1,,259,Correo Argentino,TRK-RJIJC868PZ
3113,20250203,06:54:48,20250207,06:54:48,822,1,,1264,Correo Argentino,TRK-1NDGWBBEPS
3114,20250324,23:15:08,20250325,23:15:08,71,2,1.0,1,PICKUP,
3115,20240416,15:03:35,20240420,15:03:35,647,1,,794,Correo Argentino,TRK-5114590GMU
3116,20240811,15:21:24,20240815,15:21:24,233,1,,1720,Correo Argentino,TRK-49DPMHG07L
3117,20240513,06:45:59,20240517,06:45:59,199,1,,2773,Correo Argentino,TRK-BAXG7NO1QU
3118,20240118,00:03:04,20240119,00:03:04,353,2,1.0,1,PICKUP,
3119,20240830,23:14:20,20240831,23:14:20,1038,2,1.0,1,PICKUP,
3120,20240213,03:41:54,20240220,03:41:54,1192,1,,1810,Correo Argentino,TRK-P0OCXNO5R5
3121,,,,,807,1,,1139,Correo Argentino,
3122,20241108,17:44:04,20241109,17:44:04,713,2,2.0,2,PICKUP,
3123,20240402,04:00:15,20240407,04:00:15,442,1,,331,Correo Argentino,TRK-EL02N8ZNVC
3124,20250420,21:03:25,20250425,21:03:25,152,1,,2387,Correo Argentino,TRK-Z0B2DTU4GB
3125,20240607,11:44:21,20240608,11:44:21,520,2,3.0,3,PICKUP,
3126,20250320,22:34:33,20250323,22:34:33,858,1,,1580,Correo Argentino,TRK-C7AV3P3OF3
3127,20241112,18:07:57,20241117,18:07:57,888,1,,1769,Correo Argentino,TRK-WII7T9B0JR
3128,20250210,22:19:05,20250211,22:19:05,1367,2,4.0,4,PICKUP,
3129,20250912,18:11:44,20250913,18:11:44,1109,2,4.0,4,PICKUP,
3130,20250508,14:13:46,20250512,14:13:46,1068,1,,2662,Correo Argentino,TRK-4F0ZCGP78P
3131,20240202,20:22:45,20240203,20:22:45,994,2,3.0,3,PICKUP,
3132,20241204,13:14:04,20241209,13:14:04,347,1,,2003,Correo Argentino,TRK-UWWD1C9YBX
3133,20240827,20:34:17,20240828,20:34:17,1388,2,2.0,2,PICKUP,
3134,,,,,66,1,,2848,Correo Argentino,
3135,20240611,12:39:20,20240614,12:39:20,1124,1,,638,Correo Argentino,TRK-TM3ETPDY2P
3136,20240204,19:29:29,20240205,19:29:29,950,2,2.0,2,PICKUP,
3137,20240825,02:36:47,20240830,02:36:47,588,1,,2121,Correo Argentino,TRK-5FVXSNVMB9
3138,20250625,11:58:50,20250628,11:58:50,949,1,,2336,Correo Argentino,TRK-0JRK5D9F5Z
3139,20250601,08:20:31,20250603,08:20:31,722,1,,683,Correo Argentino,TRK-NV8PHD8XC2
3140,20240724,15:27:14,20240725,15:27:14,271,2,3.0,3,PICKUP,
3141,20241219,21:48:30,20241221,21:48:30,738,1,,569,Correo Argentino,TRK-OWEC9PN1QR
3142,,,,,1167,2,2.0,2,PICKUP,
3143,20240916,09:31:44,20240921,09:31:44,974,1,,2138,Correo Argentino,TRK-HIF5VNVGO2
3144,20250914,11:46:33,20250915,11:46:33,1473,2,3.0,3,PICKUP,
3145,20240914,23:05:22,20240919,23:05:22,77,1,,126,Correo Argentino,TRK-OMSUL1XJZJ
3146,20240214,07:24:18,20240218,07:24:18,469,1,,346,Correo Argentino,TRK-7V0H19GK9Z
3147,20250603,08:58:20,20250607,08:58:20,508,1,,1290,Correo Argentino,TRK-A8B7C6A220
3148,20240502,23:21:49,20240503,23:21:49,1293,2,2.0,2,PICKUP,
3149,,,,,717,1,,1625,Correo Argentino,
3150,20240926,03:30:09,20240930,03:30:09,1233,1,,3194,Correo Argentino,TRK-SVPQ67XWLR
3151,20250731,21:52:46,20250801,21:52:46,954,2,1.0,1,PICKUP,
3152,20250718,23:54:55,20250719,23:54:55,174,2,1.0,1,PICKUP,
3153,,,,,732,1,,1996,Correo Argentino,
3154,20250424,22:09:50,20250428,22:09:50,1281,1,,2121,Correo Argentino,TRK-TCE6NSCQPM
3155,20240807,02:19:18,20240808,02:19:18,1430,2,4.0,4,PICKUP,
3156,20250603,14:57:17,20250604,14:57:17,238,2,1.0,1,PICKUP,
3157,20250325,04:22:53,20250329,04:22:53,221,1,,1881,Correo Argentino,TRK-JKD33H7J2K
3158,20240915,13:35:30,20240916,13:35:30,685,2,3.0,3,PICKUP,
3159,20240223,03:04:38,20240226,03:04:38,592,1,,454,Correo Argentino,TRK-3BHF5L25R1
3160,,,,,142,1,,1717,Correo Argentino,
3161,20240718,09:43:47,20240721,09:43:47,970,1,,3058,Correo Argentino,TRK-JB5U7F6FDZ
3162,20250616,19:01:33,20250617,19:01:33,995,2,3.0,3,PICKUP,
3163,20240614,17:27:24,20240615,17:27:24,444,2,4.0,4,PICKUP,
3164,20240531,05:40:11,20240603,05:40:11,297,1,,2453,Correo Argentino,TRK-LV6AIQK8QD
3165,20250305,22:34:53,20250310,22:34:53,947,1,,1236,Correo Argentino,TRK-TZ8O0WLJVN
3166,20240611,03:31:45,20240613,03:31:45,57,1,,2537,Correo Argentino,TRK-UN87W9JZYE
3167,20250713,01:58:37,20250718,01:58:37,38,1,,1427,Correo Argentino,TRK-CPOHZ1M996
3168,20250413,05:02:08,20250414,05:02:08,376,2,3.0,3,PICKUP,
3169,20240619,04:56:41,20240622,04:56:41,503,1,,1269,Correo Argentino,TRK-GIDZTB26YT
3170,20250521,20:14:33,20250525,20:14:33,1095,1,,935,Correo Argentino,TRK-5I9JTBW02T
3171,20240516,23:11:50,20240519,23:11:50,1338,1,,655,Correo Argentino,TRK-CUS4RB27OT
3172,,,,,909,1,,2855,Correo Argentino,
3173,20240902,22:36:38,20240903,22:36:38,932,2,1.0,1,PICKUP,
3174,20240624,20:54:12,20240629,20:54:12,912,1,,2459,Correo Argentino,TRK-BPSW2C3F52
3175,20241219,14:11:42,20241223,14:11:42,1161,1,,2058,Correo Argentino,TRK-5D4TQG1Z22
3176,20240915,09:19:03,20240918,09:19:03,189,1,,2064,Correo Argentino,TRK-V6B2A2Y0PU
3177,20250804,13:50:28,20250805,13:50:28,488,2,1.0,1,PICKUP,
3178,20250822,06:23:02,20250823,06:23:02,946,2,3.0,3,PICKUP,
3179,20241007,23:52:10,20241008,23:52:10,475,2,4.0,4,PICKUP,
3180,20250214,21:43:36,20250216,21:43:36,692,1,,1993,Correo Argentino,TRK-8CIFJOT9JE
3181,20240803,08:57:21,20240804,08:57:21,506,2,1.0,1,PICKUP,
3182,20250706,21:31:00,20250707,21:31:00,733,2,3.0,3,PICKUP,
3183,20250623,13:11:08,20250628,13:11:08,151,1,,3081,Correo Argentino,TRK-KOBC7TNPAR
3184,20241110,18:23:59,20241114,18:23:59,1276,1,,2200,Correo Argentino,TRK-TTI1P11FY6
3185,,,,,320,1,,2157,Correo Argentino,
3186,20250714,03:52:32,20250715,03:52:32,514,2,2.0,2,PICKUP,
3187,20241017,18:27:04,20241022,18:27:04,1447,1,,955,Correo Argentino,TRK-0QGF2RQP8K
3188,20250827,11:28:16,20250901,11:28:16,833,1,,1541,Correo Argentino,TRK-X7VPSZBDX3
3189,,,,,1096,1,,1049,Correo Argentino,
3190,20250613,18:53:49,20250614,18:53:49,521,2,2.0,2,PICKUP,
3191,20250419,16:04:19,20250420,16:04:19,960,2,2.0,2,PICKUP,
3192,20240815,03:02:38,20240820,03:02:38,1397,1,,2116,Correo Argentino,TRK-DLX6PC67VM
3193,20250313,05:42:22,20250314,05:42:22,254,2,3.0,3,PICKUP,
3194,20240820,21:02:39,20240822,21:02:39,1447,1,,809,Correo Argentino,TRK-KEYF4X2YCE
3195,20240719,19:58:32,20240720,19:58:32,572,2,3.0,3,PICKUP,
3196,20240201,09:35:24,20240206,09:35:24,926,1,,2792,Correo Argentino,TRK-R6ZW6NA4E4
3197,20241029,18:23:23,20241030,18:23:23,818,2,1.0,1,PICKUP,
3198,20241003,18:27:48,20241006,18:27:48,157,1,,1952,Correo Argentino,TRK-HAJUK9TQ6R
3199,20250617,16:44:42,20250624,16:44:42,1005,1,,236,Correo Argentino,TRK-YIEFCTL3NU
3200,20240525,06:02:47,20240526,06:02:47,1166,2,3.0,3,PICKUP,
3201,20240822,20:15:14,20240827,20:15:14,1306,1,,1405,Correo Argentino,TRK-WEJB9C1UFG
3202,,,,,1452,2,1.0,1,PICKUP,
3203,20250221,02:35:05,20250226,02:35:05,1206,1,,3066,Correo Argentino,TRK-G1OATMQTOC
3204,20250614,00:02:20,20250617,00:02:20,1463,1,,39,Correo Argentino,TRK-151FMD3L4J
3205,20240725,21:59:46,20240728,21:59:46,231,1,,1686,Correo Argentino,TRK-MFAKATJGYQ
3206,20240813,11:13:32,20240814,11:13:32,122,2,1.0,1,PICKUP,
3207,20250602,07:40:50,20250607,07:40:50,1077,1,,1707,Correo Argentino,TRK-J3G7HCJOTM
3208,20250216,16:18:18,20250220,16:18:18,1056,1,,3010,Correo Argentino,TRK-CBBFKCNBOW
3209,20240314,14:27:45,20240318,14:27:45,494,1,,2408,Correo Argentino,TRK-BRRIC9PI24
3210,20250903,20:39:39,20250906,20:39:39,228,1,,2621,Correo Argentino,TRK-HQ1EOHQ9IQ
3211,20250817,13:32:09,20250818,13:32:09,209,2,1.0,1,PICKUP,
3212,20250915,14:58:26,20250919,14:58:26,65,1,,2034,Correo Argentino,TRK-F67VPG0N5V
3213,20240608,19:43:10,20240611,19:43:10,552,1,,744,Correo Argentino,TRK-EA4D1MWATG
3214,20250214,14:10:25,20250216,14:10:25,342,1,,1702,Correo Argentino,TRK-FRL9KEDAUA
3215,20241213,13:47:46,20241216,13:47:46,266,1,,2271,Correo Argentino,TRK-FJZWIKWRS4
3216,20240205,09:04:02,20240207,09:04:02,1116,1,,461,Correo Argentino,TRK-752I40CT12
3217,20250717,12:39:25,20250722,12:39:25,92,1,,908,Correo Argentino,TRK-CWHU9HZK3R
3218,20240103,14:28:29,20240107,14:28:29,1204,1,,952,Correo Argentino,TRK-MF90KUWQ2G
3219,,,,,664,1,,3101,Correo Argentino,
3220,20240712,01:56:46,20240719,01:56:46,1459,1,,2944,Correo Argentino,TRK-KJHQBEUTUW
3221,20250816,15:31:31,20250820,15:31:31,1166,1,,2253,Correo Argentino,TRK-38YKC5LH7K
3222,,,,,253,1,,717,Correo Argentino,
3223,20250806,00:50:22,20250807,00:50:22,249,2,1.0,1,PICKUP,
3224,20240521,10:43:24,20240524,10:43:24,948,1,,1707,Correo Argentino,TRK-D7CW88WB8P
3225,20250626,17:12:09,20250627,17:12:09,754,2,2.0,2,PICKUP,
3226,20250302,04:52:38,20250303,04:52:38,1427,2,3.0,3,PICKUP,
3227,20240807,03:36:54,20240808,03:36:54,1351,2,3.0,3,PICKUP,
3228,20250208,21:37:37,20250211,21:37:37,401,1,,3115,Correo Argentino,TRK-XDMMNWX0L3
3229,20250223,16:44:39,20250224,16:44:39,609,2,4.0,4,PICKUP,
3230,20240412,15:01:51,20240419,15:01:51,720,1,,930,Correo Argentino,TRK-MCJ37ZXZ6T
3231,,,,,1000,1,,1461,Correo Argentino,
3232,,,,,1143,1,,1245,Correo Argentino,
3233,20240417,18:27:16,20240418,18:27:16,871,2,4.0,4,PICKUP,
3234,20250901,14:13:53,20250902,14:13:53,1336,2,3.0,3,PICKUP,
3235,20250302,07:29:02,20250303,07:29:02,357,2,2.0,2,PICKUP,
3236,20250128,17:38:59,20250129,17:38:59,1352,2,4.0,4,PICKUP,
3237,20240825,23:05:32,20240826,23:05:32,1312,2,2.0,2,PICKUP,
3238,20240914,07:06:18,20240917,07:06:18,272,1,,24,Correo Argentino,TRK-LHBB3HDVVP
3239,20240429,03:22:06,20240430,03:22:06,1284,2,1.0,1,PICKUP,
3240,20240226,22:59:44,20240228,22:59:44,738,1,,2196,Correo Argentino,TRK-OGEWFNUL2J
3241,20240706,11:53:39,20240707,11:53:39,69,2,1.0,1,PICKUP,
3242,20240927,10:56:28,20241002,10:56:28,1237,1,,323,Correo Argentino,TRK-8261ZTMF9M
3243,20240722,14:27:25,20240724,14:27:25,83,1,,1471,Correo Argentino,TRK-5025CNL75T
3244,,,,,1172,1,,1056,Correo Argentino,
3245,20250703,01:34:33,20250704,01:34:33,489,2,2.0,2,PICKUP,
3246,20250319,08:57:00,20250324,08:57:00,451,1,,2682,Correo Argentino,TRK-78997JJKG8
3247,20240121,18:30:16,20240122,18:30:16,918,2,3.0,3,PICKUP,
3248,20240607,03:09:36,20240611,03:09:36,491,1,,91,Correo Argentino,TRK-Z1DURQMB3V
3249,20250421,08:55:31,20250425,08:55:31,1232,1,,1911,Correo Argentino,TRK-DBF48XLOMN
3250,20250523,08:57:00,20250525,08:57:00,477,1,,2991,Correo Argentino,TRK-0LTM8Y312Z
3251,20241125,01:04:43,20241126,01:04:43,1466,2,3.0,3,PICKUP,
3252,,,,,1369,2,3.0,3,PICKUP,
3253,20240507,13:02:00,20240511,13:02:00,254,1,,1519,Correo Argentino,TRK-78QJS56ZEG
3254,20240125,09:03:48,20240126,09:03:48,388,2,1.0,1,PICKUP,
3255,20250829,03:59:36,20250902,03:59:36,1415,1,,2207,Correo Argentino,TRK-KQREBFC39G
3256,,,,,1434,1,,1616,Correo Argentino,
3257,20240504,07:52:59,20240505,07:52:59,204,2,1.0,1,PICKUP,
3258,20250522,14:26:58,20250525,14:26:58,902,1,,20,Correo Argentino,TRK-709N7M8K5H
3259,20240201,17:43:18,20240202,17:43:18,653,2,3.0,3,PICKUP,
3260,20250219,23:40:03,20250221,23:40:03,427,1,,1183,Correo Argentino,TRK-KY822U34HC
3261,20240227,17:38:20,20240228,17:38:20,439,2,4.0,4,PICKUP,
3262,20250914,21:19:15,20250919,21:19:15,816,1,,2466,Correo Argentino,TRK-JFB527QHT1
3263,20240405,19:57:51,20240407,19:57:51,19,1,,1927,Correo Argentino,TRK-NZ30FNRFK4
3264,20240608,15:56:55,20240609,15:56:55,1480,2,4.0,4,PICKUP,
3265,20240419,07:13:40,20240421,07:13:40,619,1,,1042,Correo Argentino,TRK-AAOWXGL9HQ
3266,20240515,21:55:26,20240519,21:55:26,907,1,,1737,Correo Argentino,TRK-RSV14OIIPU
3267,20250808,09:17:31,20250813,09:17:31,411,1,,453,Correo Argentino,TRK-7Z9Z6ERKAU
3268,20250819,22:53:55,20250820,22:53:55,1472,2,1.0,1,PICKUP,
3269,20240424,04:35:47,20240429,04:35:47,1414,1,,427,Correo Argentino,TRK-QCDB9OG03M
3270,20250824,06:54:46,20250825,06:54:46,1437,2,3.0,3,PICKUP,
3271,20250709,12:33:51,20250710,12:33:51,993,2,1.0,1,PICKUP,
3272,20241024,17:06:04,20241025,17:06:04,882,2,3.0,3,PICKUP,
3273,20250101,08:48:59,20250105,08:48:59,1485,1,,1993,Correo Argentino,TRK-JJFOF3NIEA
3274,20240417,02:05:24,20240418,02:05:24,1422,2,1.0,1,PICKUP,
3275,20250708,03:49:14,20250709,03:49:14,594,2,1.0,1,PICKUP,
3276,20250705,06:47:48,20250710,06:47:48,791,1,,832,Correo Argentino,TRK-TQISG1W298
3277,20250325,01:24:23,20250326,01:24:23,417,2,4.0,4,PICKUP,
3278,20250424,14:52:23,20250428,14:52:23,760,1,,3125,Correo Argentino,TRK-8DIK4TEFXO
3279,20250602,12:22:54,20250605,12:22:54,527,1,,2733,Correo Argentino,TRK-UNB9LBUZQS
3280,20250929,18:07:51,20250930,18:07:51,604,2,4.0,4,PICKUP,
3281,20240430,21:47:14,20240504,21:47:14,1132,1,,2823,Correo Argentino,TRK-UFXTM05SDD
3282,20250116,16:31:03,20250121,16:31:03,726,1,,1983,Correo Argentino,TRK-CXF86VBTAG
3283,20241024,11:20:08,20241027,11:20:08,133,1,,112,Correo Argentino,TRK-4D02B9F5YX
3284,20241230,17:23:53,20250105,17:23:53,1292,1,,2543,Correo Argentino,TRK-SU2K2QJCMN
3285,20241109,17:17:29,20241112,17:17:29,466,1,,1675,Correo Argentino,TRK-VDM4U4033N
3286,20240509,13:43:17,20240511,13:43:17,433,1,,936,Correo Argentino,TRK-XD49FL76CY
3287,20240620,07:36:58,20240625,07:36:58,358,1,,2871,Correo Argentino,TRK-KP9RPHM6E9
3288,20241221,14:09:56,20241222,14:09:56,130,2,3.0,3,PICKUP,
3289,20250915,06:35:09,20250916,06:35:09,1153,2,3.0,3,PICKUP,
3290,20250811,01:15:32,20250812,01:15:32,1275,2,1.0,1,PICKUP,
3291,20240924,06:04:05,20240928,06:04:05,62,1,,468,Correo Argentino,TRK-JGD66T6AIT
3292,20250624,19:30:51,20250626,19:30:51,682,1,,1148,Correo Argentino,TRK-I2QHN4QNQ2
3293,20240319,00:01:37,20240325,00:01:37,1370,1,,2365,Correo Argentino,TRK-K3XIK6NRAT
3294,20240606,15:32:41,20240612,15:32:41,858,1,,1338,Correo Argentino,TRK-LE6FDJZLGH
3295,20250318,21:28:12,20250321,21:28:12,222,1,,2036,Correo Argentino,TRK-V1J0ACLVAG
3296,20241127,14:50:34,20241129,14:50:34,671,1,,434,Correo Argentino,TRK-HV6GGMQOGG
3297,20240831,23:45:02,20240905,23:45:02,415,1,,2496,Correo Argentino,TRK-11F8NOMQGD
3298,20240101,22:53:36,20240102,22:53:36,1415,2,4.0,4,PICKUP,
3299,20240719,13:08:04,20240720,13:08:04,533,2,4.0,4,PICKUP,
3300,20250709,08:41:23,20250710,08:41:23,978,2,1.0,1,PICKUP,
3301,20240331,19:28:11,20240401,19:28:11,1387,2,2.0,2,PICKUP,
3302,20240319,02:28:57,20240322,02:28:57,907,1,,1230,Correo Argentino,TRK-CWA210YD3S
3303,20241002,13:41:45,20241006,13:41:45,820,1,,3034,Correo Argentino,TRK-Q5IMUEM3OE
3304,20240109,08:38:27,20240110,08:38:27,1223,2,1.0,1,PICKUP,
3305,20250707,03:38:52,20250710,03:38:52,641,1,,939,Correo Argentino,TRK-T0DT304SJH
3306,20250709,07:27:52,20250714,07:27:52,1319,1,,539,Correo Argentino,TRK-FDEC70TDDY
3307,20240406,03:05:49,20240410,03:05:49,1421,1,,1136,Correo Argentino,TRK-G7T9IE01YS
3308,20250919,09:14:24,20250920,09:14:24,63,2,2.0,2,PICKUP,
